CET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1996-7-21,82,73,64,64,59,52,88,63,45,30.09,30.05,30.04,6,6,5,17,8,NA,0,3,,343,7,21,1996,07-21,7,29,1996-07-21,Rome,27.7777777777778,22.7777777777778,17.7777777777778,17.7777777777778,15,11.1111111111111
1996-7-22,80,70,60,66,57,48,94,62,42,30.12,30.1,30.09,NA,NA,NA,18,6,28,0,3,,335,7,22,1996,07-22,1,29,1996-07-22,Rome,26.6666666666667,21.1111111111111,15.5555555555555,18.8888888888889,13.8888888888889,8.88888888888891
1996-7-23,82,72,62,68,57,50,88,60,39,30.18,30.14,30.12,NA,NA,NA,13,5,NA,0,NA,,311,7,23,1996,07-23,2,29,1996-07-23,Rome,27.7777777777778,22.2222222222222,16.6666666666667,20,13.8888888888889,10
1996-7-24,84,72,60,73,65,59,100,76,51,30.15,30.11,30.06,5,5,4,14,5,NA,0,0,,160,7,24,1996,07-24,3,29,1996-07-24,Rome,28.8888888888889,22.2222222222222,15.5555555555555,22.7777777777778,18.3333333333333,15
1996-7-25,82,75,68,75,70,61,100,82,66,30.06,30,29.95,6,5,4,18,10,NA,0,3,,134,7,25,1996,07-25,4,29,1996-07-25,Rome,27.7777777777778,23.8888888888889,20,23.8888888888889,21.1111111111111,16.1111111111111
1996-7-26,86,78,69,73,69,66,100,76,55,30.01,29.95,29.92,5,4,3,14,8,NA,0,-452,,129,7,26,1996,07-26,5,29,1996-07-26,Rome,30,25.5555555555555,20.5555555555555,22.7777777777778,20.5555555555555,18.8888888888889
1996-7-27,91,78,64,70,64,55,88,62,31,30.06,30.02,29.98,6,4,1,10,4,NA,0,4,,45,7,27,1996,07-27,6,29,1996-07-27,Rome,32.7777777777778,25.5555555555555,17.7777777777778,21.1111111111111,17.7777777777778,12.7777777777778
1996-7-28,89,78,68,77,66,61,100,64,38,30.06,30.01,29.98,6,6,5,15,7,NA,0,3,,134,7,28,1996,07-28,7,30,1996-07-28,Rome,31.6666666666667,25.5555555555555,20,25,18.8888888888889,16.1111111111111
1996-7-29,82,76,69,73,72,70,100,83,66,30.01,29.95,29.92,6,5,2,16,7,NA,0,2,,198,7,29,1996,07-29,1,30,1996-07-29,Rome,27.7777777777778,24.4444444444445,20.5555555555555,22.7777777777778,22.2222222222222,21.1111111111111
1996-7-30,80,73,66,73,68,57,100,80,57,29.92,29.84,29.77,6,5,2,14,8,NA,0,3,Rain-Thunderstorm,282,7,30,1996,07-30,2,30,1996-07-30,Rome,26.6666666666667,22.7777777777778,18.8888888888889,22.7777777777778,20,13.8888888888889
1996-7-31,86,75,64,73,64,59,94,69,45,29.89,29.85,29.8,6,6,5,17,9,NA,0,3,Rain-Thunderstorm,340,7,31,1996,07-31,3,30,1996-07-31,Rome,30,23.8888888888889,17.7777777777778,22.7777777777778,17.7777777777778,15
1996-8-1,86,77,68,72,62,54,94,62,45,30.04,29.99,29.92,6,6,6,13,7,NA,0,3,,39,8,1,1996,08-01,4,30,1996-08-01,Rome,30,25,20,22.2222222222222,16.6666666666667,12.2222222222222
1996-8-2,84,73,62,72,67,61,100,79,51,30.09,30.07,30.04,6,6,6,13,4,NA,0,2,,274,8,2,1996,08-02,5,30,1996-08-02,Rome,28.8888888888889,22.7777777777778,16.6666666666667,22.2222222222222,19.4444444444445,16.1111111111111
1996-8-3,84,75,66,72,68,64,100,80,55,30.09,30.05,30.01,6,4,0,12,4,NA,0,2,Fog,294,8,3,1996,08-03,6,30,1996-08-03,Rome,28.8888888888889,23.8888888888889,18.8888888888889,22.2222222222222,20,17.7777777777778
1996-8-4,82,74,66,72,68,64,94,81,66,30.3,29.99,29.95,6,6,5,14,5,NA,0,3,,121,8,4,1996,08-04,7,31,1996-08-04,Rome,27.7777777777778,23.3333333333333,18.8888888888889,22.2222222222222,20,17.7777777777778
1996-8-5,84,74,64,73,67,61,100,78,55,29.98,29.95,29.92,6,6,5,13,5,NA,0,2,,130,8,5,1996,08-05,1,31,1996-08-05,Rome,28.8888888888889,23.3333333333333,17.7777777777778,22.7777777777778,19.4444444444445,16.1111111111111
1996-8-6,84,75,66,75,69,64,100,80,54,30.01,29.96,29.95,6,4,2,12,4,NA,0,3,Fog,8,8,6,1996,08-06,2,31,1996-08-06,Rome,28.8888888888889,23.8888888888889,18.8888888888889,23.8888888888889,20.5555555555555,17.7777777777778
1996-8-7,86,74,62,75,68,61,100,79,54,30.04,29.99,29.95,6,5,4,17,4,NA,0,3,Fog,315,8,7,1996,08-07,3,31,1996-08-07,Rome,30,23.3333333333333,16.6666666666667,23.8888888888889,20,16.1111111111111
1996-8-8,82,74,66,75,70,59,100,80,48,29.95,29.91,29.86,6,6,3,17,6,NA,0,4,Rain,281,8,8,1996,08-08,4,31,1996-08-08,Rome,27.7777777777778,23.3333333333333,18.8888888888889,23.8888888888889,21.1111111111111,15
1996-8-9,86,74,62,73,66,57,94,72,48,29.92,29.9,29.86,6,6,5,18,8,30,0,2,,315,8,9,1996,08-09,5,31,1996-08-09,Rome,30,23.3333333333333,16.6666666666667,22.7777777777778,18.8888888888889,13.8888888888889
1996-8-10,86,77,68,73,68,61,94,74,54,29.92,29.9,29.86,6,5,5,13,5,NA,0,1,,286,8,10,1996,08-10,6,31,1996-08-10,Rome,30,25,20,22.7777777777778,20,16.1111111111111
1996-8-11,84,73,62,75,69,61,100,81,61,29.89,29.87,29.83,6,5,3,15,5,NA,0,3,,137,8,11,1996,08-11,7,32,1996-08-11,Rome,28.8888888888889,22.7777777777778,16.6666666666667,23.8888888888889,20.5555555555555,16.1111111111111
1996-8-12,82,72,62,73,69,61,100,82,66,29.86,29.83,29.8,6,6,1,18,10,NA,0,4,Rain-Thunderstorm,159,8,12,1996,08-12,1,32,1996-08-12,Rome,27.7777777777778,22.2222222222222,16.6666666666667,22.7777777777778,20.5555555555555,16.1111111111111
1996-8-13,78,74,69,70,66,64,94,75,61,29.95,29.92,29.86,6,6,6,15,11,NA,0,3,,212,8,13,1996,08-13,2,32,1996-08-13,Rome,25.5555555555555,23.3333333333333,20.5555555555555,21.1111111111111,18.8888888888889,17.7777777777778
1996-8-14,84,75,66,75,69,64,100,80,58,29.95,29.93,29.89,6,6,5,16,6,NA,0,3,,123,8,14,1996,08-14,3,32,1996-08-14,Rome,28.8888888888889,23.8888888888889,18.8888888888889,23.8888888888889,20.5555555555555,17.7777777777778
1996-8-15,84,76,69,79,71,66,100,80,61,29.95,29.89,29.86,6,5,3,13,6,NA,0,3,,148,8,15,1996,08-15,4,32,1996-08-15,Rome,28.8888888888889,24.4444444444445,20.5555555555555,26.1111111111111,21.6666666666667,18.8888888888889
1996-8-16,84,74,64,70,67,63,100,77,48,29.98,29.95,29.92,6,5,3,15,5,NA,0,2,,310,8,16,1996,08-16,5,32,1996-08-16,Rome,28.8888888888889,23.3333333333333,17.7777777777778,21.1111111111111,19.4444444444445,17.2222222222222
1996-8-17,84,74,64,68,63,57,94,67,48,30.01,29.99,29.98,6,6,6,13,5,NA,0,3,,315,8,17,1996,08-17,6,32,1996-08-17,Rome,28.8888888888889,23.3333333333333,17.7777777777778,20,17.2222222222222,13.8888888888889
1996-8-18,82,72,62,72,66,59,94,74,57,30.01,29.97,29.92,6,6,6,14,5,NA,0,3,,194,8,18,1996,08-18,7,33,1996-08-18,Rome,27.7777777777778,22.2222222222222,16.6666666666667,22.2222222222222,18.8888888888889,15
1996-8-19,84,73,62,68,61,55,83,62,42,29.95,29.92,29.86,6,6,6,20,7,NA,0,3,,349,8,19,1996,08-19,1,33,1996-08-19,Rome,28.8888888888889,22.7777777777778,16.6666666666667,20,16.1111111111111,12.7777777777778
1996-8-20,82,74,66,70,63,54,88,67,54,29.95,29.94,29.92,6,6,6,13,5,NA,0,3,,341,8,20,1996,08-20,2,33,1996-08-20,Rome,27.7777777777778,23.3333333333333,18.8888888888889,21.1111111111111,17.2222222222222,12.2222222222222
1996-8-21,84,74,64,73,67,61,94,80,58,29.98,29.94,29.62,6,4,0,12,4,NA,0,3,Fog,88,8,21,1996,08-21,3,33,1996-08-21,Rome,28.8888888888889,23.3333333333333,17.7777777777778,22.7777777777778,19.4444444444445,16.1111111111111
1996-8-22,78,72,66,73,67,61,100,80,61,30.01,29.86,29.8,6,6,1,13,6,26,0,4,Rain-Thunderstorm,128,8,22,1996,08-22,4,33,1996-08-22,Rome,25.5555555555555,22.2222222222222,18.8888888888889,22.7777777777778,19.4444444444445,16.1111111111111
1996-8-23,80,72,64,72,66,61,94,80,65,29.89,29.85,29.83,6,6,6,22,7,33,0,3,,320,8,23,1996,08-23,5,33,1996-08-23,Rome,26.6666666666667,22.2222222222222,17.7777777777778,22.2222222222222,18.8888888888889,16.1111111111111
1996-8-24,80,71,62,70,65,61,100,77,54,29.89,29.88,29.86,6,6,6,15,4,NA,0,3,,302,8,24,1996,08-24,6,33,1996-08-24,Rome,26.6666666666667,21.6666666666667,16.6666666666667,21.1111111111111,18.3333333333333,16.1111111111111
1996-8-25,82,73,64,73,68,63,100,83,69,29.95,29.91,29.86,6,6,4,13,5,NA,0,3,Rain-Thunderstorm,148,8,25,1996,08-25,7,34,1996-08-25,Rome,27.7777777777778,22.7777777777778,17.7777777777778,22.7777777777778,20,17.2222222222222
1996-8-26,82,74,66,68,64,59,100,75,48,30.01,29.98,29.95,6,6,4,12,6,NA,0,4,,139,8,26,1996,08-26,1,34,1996-08-26,Rome,27.7777777777778,23.3333333333333,18.8888888888889,20,17.7777777777778,15
1996-8-27,82,72,62,70,64,59,94,73,54,30.04,30,29.95,6,6,6,13,4,NA,0,3,,149,8,27,1996,08-27,2,34,1996-08-27,Rome,27.7777777777778,22.2222222222222,16.6666666666667,21.1111111111111,17.7777777777778,15
1996-8-28,77,70,64,70,66,63,100,82,65,29.95,29.88,29.8,6,5,1,23,7,43,0,-366,Rain-Thunderstorm,128,8,28,1996,08-28,3,34,1996-08-28,Rome,25,21.1111111111111,17.7777777777778,21.1111111111111,18.8888888888889,17.2222222222222
1996-8-29,78,69,60,68,63,59,94,77,57,29.95,29.92,29.89,6,6,6,10,7,NA,0,4,,142,8,29,1996,08-29,4,34,1996-08-29,Rome,25.5555555555555,20.5555555555555,15.5555555555555,20,17.2222222222222,15
1996-8-30,77,72,66,66,64,59,94,78,61,29.98,29.96,29.92,6,6,6,10,5,NA,0,4,,232,8,30,1996,08-30,5,34,1996-08-30,Rome,25,22.2222222222222,18.8888888888889,18.8888888888889,17.7777777777778,15
1996-8-31,77,70,62,64,61,57,94,76,57,29.98,29.96,29.92,6,5,3,13,5,NA,0,4,Rain,359,8,31,1996,08-31,6,34,1996-08-31,Rome,25,21.1111111111111,16.6666666666667,17.7777777777778,16.1111111111111,13.8888888888889
1996-9-1,77,66,55,66,59,52,94,77,57,29.98,29.96,29.92,6,6,6,17,6,NA,0,3,,320,9,1,1996,09-01,7,35,1996-09-01,Rome,25,18.8888888888889,12.7777777777778,18.8888888888889,15,11.1111111111111
1996-9-2,77,68,59,66,61,54,94,80,61,29.95,29.91,29.83,6,6,4,18,7,30,0,4,Rain-Thunderstorm,96,9,2,1996,09-02,1,35,1996-09-02,Rome,25,20,15,18.8888888888889,16.1111111111111,12.2222222222222
1996-9-3,77,68,59,66,61,55,94,82,61,29.89,29.86,29.83,6,6,5,13,5,NA,0,3,,84,9,3,1996,09-03,2,35,1996-09-03,Rome,25,20,15,18.8888888888889,16.1111111111111,12.7777777777778
1996-9-4,71,66,60,66,60,54,94,82,56,29.86,29.82,29.77,6,6,2,15,7,22,0,4,Rain-Thunderstorm,350,9,4,1996,09-04,3,35,1996-09-04,Rome,21.6666666666667,18.8888888888889,15.5555555555555,18.8888888888889,15.5555555555555,12.2222222222222
1996-9-5,77,67,57,64,59,55,94,81,54,29.86,29.83,29.8,6,6,6,20,7,NA,0,3,,326,9,5,1996,09-05,4,35,1996-09-05,Rome,25,19.4444444444445,13.8888888888889,17.7777777777778,15,12.7777777777778
1996-9-6,77,66,55,64,60,54,94,80,61,29.83,29.8,29.77,6,5,2,13,4,NA,0,3,Rain,36,9,6,1996,09-06,5,35,1996-09-06,Rome,25,18.8888888888889,12.7777777777778,17.7777777777778,15.5555555555555,12.2222222222222
1996-9-7,69,62,55,63,52,36,94,74,37,29.92,29.79,29.68,6,5,2,18,5,NA,0,5,Rain-Thunderstorm,36,9,7,1996,09-07,6,35,1996-09-07,Rome,20.5555555555555,16.6666666666667,12.7777777777778,17.2222222222222,11.1111111111111,2.22222222222223
1996-9-8,73,62,50,55,48,41,82,60,44,29.95,29.9,29.86,6,6,6,16,7,NA,0,3,,330,9,8,1996,09-08,7,36,1996-09-08,Rome,22.7777777777778,16.6666666666667,10,12.7777777777778,8.88888888888891,5
1996-9-9,73,60,48,57,54,46,100,76,56,29.98,29.95,29.89,6,6,6,13,5,NA,0,3,,102,9,9,1996,09-09,1,36,1996-09-09,Rome,22.7777777777778,15.5555555555555,8.88888888888891,13.8888888888889,12.2222222222222,7.77777777777777
1996-9-10,75,63,51,61,54,48,94,71,50,29.98,29.97,29.95,6,6,6,10,4,NA,0,3,,1,9,10,1996,09-10,2,36,1996-09-10,Rome,23.8888888888889,17.2222222222222,10.5555555555555,16.1111111111111,12.2222222222222,8.88888888888891
1996-9-11,77,66,55,68,58,50,94,73,53,29.98,29.93,29.83,6,6,5,13,4,NA,0,4,,86,9,11,1996,09-11,3,36,1996-09-11,Rome,25,18.8888888888889,12.7777777777778,20,14.4444444444445,10
1996-9-12,80,71,62,75,68,61,94,87,78,29.83,29.63,29.5,6,4,2,20,9,31,0,6,Rain,100,9,12,1996,09-12,4,36,1996-09-12,Rome,26.6666666666667,21.6666666666667,16.6666666666667,23.8888888888889,20,16.1111111111111
1996-9-13,73,68,62,68,63,55,100,82,61,29.71,29.53,29.42,6,6,1,22,10,NA,0,4,Rain,260,9,13,1996,09-13,5,36,1996-09-13,Rome,22.7777777777778,20,16.6666666666667,20,17.2222222222222,12.7777777777778
1996-9-14,73,62,51,54,50,46,94,66,41,30.01,29.87,29.71,6,6,6,15,8,NA,0,3,,337,9,14,1996,09-14,6,36,1996-09-14,Rome,22.7777777777778,16.6666666666667,10.5555555555555,12.2222222222222,10,7.77777777777777
1996-9-15,73,62,51,61,54,46,94,74,53,30.06,30.05,30.04,6,6,4,96,5,NA,0,3,,49,9,15,1996,09-15,7,37,1996-09-15,Rome,22.7777777777778,16.6666666666667,10.5555555555555,16.1111111111111,12.2222222222222,7.77777777777777
1996-9-16,73,65,57,59,57,54,94,79,57,30.06,30.01,29.98,6,6,4,9,4,NA,0,3,Rain,103,9,16,1996,09-16,1,37,1996-09-16,Rome,22.7777777777778,18.3333333333333,13.8888888888889,15,13.8888888888889,12.2222222222222
1996-9-17,73,63,53,63,57,52,94,80,60,29.98,29.94,29.89,6,6,5,12,5,NA,0,3,,108,9,17,1996,09-17,2,37,1996-09-17,Rome,22.7777777777778,17.2222222222222,11.6666666666667,17.2222222222222,13.8888888888889,11.1111111111111
1996-9-18,64,62,59,63,59,55,94,88,77,29.89,29.73,29.59,6,5,2,15,8,NA,0,7,Rain,74,9,18,1996,09-18,3,37,1996-09-18,Rome,17.7777777777778,16.6666666666667,15,17.2222222222222,15,12.7777777777778
1996-9-19,71,63,55,64,59,54,94,86,68,29.74,29.7,29.65,6,6,3,10,6,NA,0,5,Rain-Thunderstorm,99,9,19,1996,09-19,4,37,1996-09-19,Rome,21.6666666666667,17.2222222222222,12.7777777777778,17.7777777777778,15,12.2222222222222
1996-9-20,73,65,57,66,61,55,94,87,68,29.8,29.73,29.68,6,6,4,14,8,NA,0,4,Rain-Thunderstorm,152,9,20,1996,09-20,5,37,1996-09-20,Rome,22.7777777777778,18.3333333333333,13.8888888888889,18.8888888888889,16.1111111111111,12.7777777777778
1996-9-21,75,68,60,72,65,59,100,89,78,29.8,29.71,29.65,6,6,4,15,8,NA,0,5,Rain,142,9,21,1996,09-21,6,37,1996-09-21,Rome,23.8888888888889,20,15.5555555555555,22.2222222222222,18.3333333333333,15
1996-9-22,71,66,60,70,65,59,100,91,78,29.65,29.62,29.59,6,5,2,14,7,NA,0,5,Rain-Thunderstorm,155,9,22,1996,09-22,7,38,1996-09-22,Rome,21.6666666666667,18.8888888888889,15.5555555555555,21.1111111111111,18.3333333333333,15
1996-9-23,68,64,60,61,58,52,94,83,68,29.65,29.56,29.5,6,5,2,22,8,NA,0,5,Rain,238,9,23,1996,09-23,1,38,1996-09-23,Rome,20,17.7777777777778,15.5555555555555,16.1111111111111,14.4444444444445,11.1111111111111
1996-9-24,69,60,51,59,55,50,94,79,64,29.83,29.72,29.62,6,6,3,14,5,NA,0,3,,202,9,24,1996,09-24,2,38,1996-09-24,Rome,20.5555555555555,15.5555555555555,10.5555555555555,15,12.7777777777778,10
1996-9-25,69,62,55,61,57,54,94,80,64,29.92,29.88,29.83,6,6,5,17,9,NA,0,4,Rain-Thunderstorm,212,9,25,1996,09-25,3,38,1996-09-25,Rome,20.5555555555555,16.6666666666667,12.7777777777778,16.1111111111111,13.8888888888889,12.2222222222222
1996-9-26,69,62,55,59,57,52,94,80,56,29.95,29.9,29.86,6,6,6,20,6,20,0,4,Rain-Thunderstorm,356,9,26,1996,09-26,4,38,1996-09-26,Rome,20.5555555555555,16.6666666666667,12.7777777777778,15,13.8888888888889,11.1111111111111
1996-9-27,73,55,37,55,50,34,88,66,46,30.06,30,29.95,NA,NA,NA,14,6,NA,0,3,,348,9,27,1996,09-27,5,38,1996-09-27,Rome,22.7777777777778,12.7777777777778,2.77777777777777,12.7777777777778,10,1.11111111111109
1996-9-28,71,61,51,63,55,48,94,79,53,30.18,30.06,29.98,6,6,4,12,4,NA,0,3,,1,9,28,1996,09-28,6,38,1996-09-28,Rome,21.6666666666667,16.1111111111111,10.5555555555555,17.2222222222222,12.7777777777778,8.88888888888891
1996-9-29,77,65,53,66,54,46,94,75,41,30.3,30.23,30.18,6,6,6,14,4,NA,0,3,,26,9,29,1996,09-29,7,39,1996-09-29,Rome,25,18.3333333333333,11.6666666666667,18.8888888888889,12.2222222222222,7.77777777777777
1996-9-30,71,61,51,63,56,50,94,81,60,30.24,30.18,30.12,6,5,4,7,3,NA,0,1,,91,9,30,1996,09-30,1,39,1996-09-30,Rome,21.6666666666667,16.1111111111111,10.5555555555555,17.2222222222222,13.3333333333333,10
1996-10-1,71,63,55,61,56,34,94,78,44,30.12,30.05,29.98,6,5,1,12,5,NA,0,2,Fog,122,10,1,1996,10-01,2,39,1996-10-01,Rome,21.6666666666667,17.2222222222222,12.7777777777778,16.1111111111111,13.3333333333333,1.11111111111109
1996-10-2,68,62,57,64,57,50,94,82,59,30.01,29.9,29.83,6,6,0,21,9,32,0,4,Rain-Thunderstorm,144,10,2,1996,10-02,3,39,1996-10-02,Rome,20,16.6666666666667,13.8888888888889,17.7777777777778,13.8888888888889,10
1996-10-3,69,61,53,57,54,46,94,79,53,30.06,29.98,29.89,6,6,6,12,6,NA,0,2,,78,10,3,1996,10-03,4,39,1996-10-03,Rome,20.5555555555555,16.1111111111111,11.6666666666667,13.8888888888889,12.2222222222222,7.77777777777777
1996-10-4,66,60,53,55,51,45,77,69,64,30.04,29.93,29.83,6,6,6,15,10,NA,0,5,,16,10,4,1996,10-04,5,39,1996-10-04,Rome,18.8888888888889,15.5555555555555,11.6666666666667,12.7777777777778,10.5555555555555,7.22222222222223
1996-10-5,71,64,57,63,57,52,94,80,64,29.8,29.75,29.71,6,6,6,12,6,NA,0,5,,328,10,5,1996,10-05,6,39,1996-10-05,Rome,21.6666666666667,17.7777777777778,13.8888888888889,17.2222222222222,13.8888888888889,11.1111111111111
1996-10-6,69,61,53,61,55,52,94,81,56,29.95,29.82,29.71,6,4,0,8,3,NA,0,4,Fog,197,10,6,1996,10-06,7,40,1996-10-06,Rome,20.5555555555555,16.1111111111111,11.6666666666667,16.1111111111111,12.7777777777778,11.1111111111111
1996-10-7,64,60,57,61,57,54,94,90,82,29.95,29.89,29.83,6,4,2,15,5,NA,0,6,Rain-Thunderstorm,44,10,7,1996,10-07,1,40,1996-10-07,Rome,17.7777777777778,15.5555555555555,13.8888888888889,16.1111111111111,13.8888888888889,12.2222222222222
1996-10-8,71,62,53,63,57,52,94,85,60,29.83,29.7,29.65,6,6,2,17,9,NA,0,5,Rain-Thunderstorm,81,10,8,1996,10-08,2,40,1996-10-08,Rome,21.6666666666667,16.6666666666667,11.6666666666667,17.2222222222222,13.8888888888889,11.1111111111111
1996-10-9,73,65,57,61,57,52,94,78,57,29.86,29.74,29.68,6,6,6,13,8,21,0,5,Rain,11,10,9,1996,10-09,3,40,1996-10-09,Rome,22.7777777777778,18.3333333333333,13.8888888888889,16.1111111111111,13.8888888888889,11.1111111111111
1996-10-10,71,63,55,64,57,52,94,82,60,30.01,29.92,29.86,6,6,6,9,6,NA,0,3,,64,10,10,1996,10-10,4,40,1996-10-10,Rome,21.6666666666667,17.2222222222222,12.7777777777778,17.7777777777778,13.8888888888889,11.1111111111111
1996-10-11,66,62,57,61,57,52,94,87,73,30.06,30.02,29.98,6,4,1,9,4,NA,0,6,Rain-Thunderstorm,48,10,11,1996,10-11,5,40,1996-10-11,Rome,18.8888888888889,16.6666666666667,13.8888888888889,16.1111111111111,13.8888888888889,11.1111111111111
1996-10-12,69,62,55,59,55,50,94,80,60,30.12,30.06,30.01,6,5,4,9,4,NA,0,3,,1,10,12,1996,10-12,6,40,1996-10-12,Rome,20.5555555555555,16.6666666666667,12.7777777777778,15,12.7777777777778,10
