Date,CET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1996-07-22T00:00:00Z,1996-7-22,87,74,62,48,43,36,52,33,16,30.15,30.05,29.92,NA,NA,NA,14,9,NA,0,NA,,116,7,22,1996,07-22,1,29,30.5555555555555,23.3333333333333,16.6666666666667,8.88888888888891,6.11111111111109,2.22222222222223
1996-07-23T00:00:00Z,1996-7-23,86,78,69,59,51,39,61,42,19,29.92,29.87,29.83,NA,NA,NA,24,13,NA,0,NA,,221,7,23,1996,07-23,2,29,30,25.5555555555555,20.5555555555555,15,10.5555555555555,3.88888888888891
1996-07-24T00:00:00Z,1996-7-24,71,65,59,55,52,48,82,62,43,30.09,29.98,29.92,6,6,6,17,11,NA,0,4,,284,7,24,1996,07-24,3,29,21.6666666666667,18.3333333333333,15,12.7777777777778,11.1111111111111,8.88888888888891
1996-07-25T00:00:00Z,1996-7-25,73,63,53,54,51,45,94,68,46,30.21,30.16,30.09,6,6,6,13,7,NA,0,3,,354,7,25,1996,07-25,4,29,22.7777777777778,17.2222222222222,11.6666666666667,12.2222222222222,10.5555555555555,7.22222222222223
1996-07-26T00:00:00Z,1996-7-26,91,73,55,61,53,48,94,63,34,30.21,30.15,30.09,6,4,3,9,6,NA,0,3,,36,7,26,1996,07-26,5,29,32.7777777777778,22.7777777777778,12.7777777777778,16.1111111111111,11.6666666666667,8.88888888888891
1996-07-27T00:00:00Z,1996-7-27,84,70,57,61,53,43,82,56,23,30.09,30.06,30.01,6,5,4,14,7,NA,0,4,,356,7,27,1996,07-27,6,29,28.8888888888889,21.1111111111111,13.8888888888889,16.1111111111111,11.6666666666667,6.11111111111109
1996-07-28T00:00:00Z,1996-7-28,80,70,60,59,56,50,88,64,34,30.06,30.05,30.01,6,6,6,12,7,20,0,3,,326,7,28,1996,07-28,7,30,26.6666666666667,21.1111111111111,15.5555555555555,15,13.3333333333333,10
1996-07-29T00:00:00Z,1996-7-29,80,70,60,59,55,50,83,65,34,30.06,30,29.95,6,6,6,21,6,41,0,6,,276,7,29,1996,07-29,1,30,26.6666666666667,21.1111111111111,15.5555555555555,15,12.7777777777778,10
1996-07-30T00:00:00Z,1996-7-30,78,68,59,59,57,54,100,71,42,30.06,30.03,29.98,6,6,5,12,6,NA,0,5,,278,7,30,1996,07-30,2,30,25.5555555555555,20,15,15,13.8888888888889,12.2222222222222
1996-07-31T00:00:00Z,1996-7-31,80,68,57,57,54,48,88,62,32,30.09,30.05,29.98,6,6,6,14,5,NA,0,3,,265,7,31,1996,07-31,3,30,26.6666666666667,20,13.8888888888889,13.8888888888889,12.2222222222222,8.88888888888891
1996-08-01T00:00:00Z,1996-8-1,77,70,62,59,54,48,88,62,36,30.09,30.04,30.01,6,6,6,13,5,NA,0,6,,304,8,1,1996,08-01,4,30,25,21.1111111111111,16.6666666666667,15,12.2222222222222,8.88888888888891
1996-08-02T00:00:00Z,1996-8-2,77,67,57,55,51,46,82,60,34,30.24,30.18,30.12,6,6,6,12,5,NA,0,3,,314,8,2,1996,08-02,5,30,25,19.4444444444445,13.8888888888889,12.7777777777778,10.5555555555555,7.77777777777777
1996-08-03T00:00:00Z,1996-8-3,77,67,57,52,47,41,82,53,29,30.3,30.27,30.24,6,6,6,15,8,NA,0,4,,14,8,3,1996,08-03,6,30,25,19.4444444444445,13.8888888888889,11.1111111111111,8.33333333333331,5
1996-08-04T00:00:00Z,1996-8-4,78,66,53,46,43,37,72,45,25,30.27,30.15,30.01,NA,NA,NA,14,9,NA,0,NA,,48,8,4,1996,08-04,7,31,25.5555555555555,18.8888888888889,11.6666666666667,7.77777777777777,6.11111111111109,2.77777777777777
1996-08-05T00:00:00Z,1996-8-5,82,70,57,50,47,43,67,44,26,30.01,29.89,29.77,6,6,6,13,9,NA,0,6,,84,8,5,1996,08-05,1,31,27.7777777777778,21.1111111111111,13.8888888888889,10,8.33333333333331,6.11111111111109
1996-08-06T00:00:00Z,1996-8-6,75,68,62,64,56,46,94,65,38,30.01,29.86,29.77,6,6,3,21,10,30,0,5,Rain,233,8,6,1996,08-06,2,31,23.8888888888889,20,16.6666666666667,17.7777777777778,13.3333333333333,7.77777777777777
1996-08-07T00:00:00Z,1996-8-7,75,64,53,50,46,37,82,58,27,30.09,30.05,30.01,6,6,6,10,7,NA,0,2,,269,8,7,1996,08-07,3,31,23.8888888888889,17.7777777777778,11.6666666666667,10,7.77777777777777,2.77777777777777
1996-08-08T00:00:00Z,1996-8-8,80,66,51,50,45,37,88,52,23,30.06,29.99,29.65,NA,NA,NA,7,5,NA,0,NA,,42,8,8,1996,08-08,4,31,26.6666666666667,18.8888888888889,10.5555555555555,10,7.22222222222223,2.77777777777777
1996-08-09T00:00:00Z,1996-8-9,80,70,60,55,48,43,59,42,30,29.95,29.91,29.83,NA,NA,NA,15,7,NA,0,NA,,175,8,9,1996,08-09,5,31,26.6666666666667,21.1111111111111,15.5555555555555,12.7777777777778,8.88888888888891,6.11111111111109
1996-08-10T00:00:00Z,1996-8-10,77,70,64,64,59,55,100,77,47,29.83,29.79,29.74,6,5,2,15,8,28,0,6,Rain,193,8,10,1996,08-10,6,31,25,21.1111111111111,17.7777777777778,17.7777777777778,15,12.7777777777778
1996-08-11T00:00:00Z,1996-8-11,71,65,59,63,57,50,100,79,46,29.74,29.68,29.62,6,6,0,16,10,26,0,5,Rain-Thunderstorm,210,8,11,1996,08-11,7,32,21.6666666666667,18.3333333333333,15,17.2222222222222,13.8888888888889,10
1996-08-12T00:00:00Z,1996-8-12,68,62,57,59,56,52,100,84,60,29.89,29.79,29.71,6,6,2,14,8,NA,0,6,Rain-Thunderstorm,268,8,12,1996,08-12,1,32,20,16.6666666666667,13.8888888888889,15,13.3333333333333,11.1111111111111
1996-08-13T00:00:00Z,1996-8-13,60,58,57,59,57,57,100,92,88,29.98,29.9,29.86,6,4,2,16,9,NA,0,6,Rain,283,8,13,1996,08-13,2,32,15.5555555555555,14.4444444444445,13.8888888888889,15,13.8888888888889,13.8888888888889
1996-08-14T00:00:00Z,1996-8-14,73,66,60,61,59,57,94,81,61,30.09,30.03,29.98,6,5,4,12,7,NA,0,5,,319,8,14,1996,08-14,3,32,22.7777777777778,18.8888888888889,15.5555555555555,16.1111111111111,15,13.8888888888889
1996-08-15T00:00:00Z,1996-8-15,75,67,59,59,56,50,100,73,41,30.15,30.12,30.09,6,4,1,10,7,NA,0,4,,18,8,15,1996,08-15,4,32,23.8888888888889,19.4444444444445,15,15,13.3333333333333,10
1996-08-16T00:00:00Z,1996-8-16,78,66,55,59,54,48,100,68,34,30.18,30.15,30.12,6,3,1,8,5,NA,0,0,,35,8,16,1996,08-16,5,32,25.5555555555555,18.8888888888889,12.7777777777778,15,12.2222222222222,8.88888888888891
1996-08-17T00:00:00Z,1996-8-17,80,70,59,59,54,50,88,59,34,30.21,30.16,30.12,6,6,6,8,6,NA,0,1,,46,8,17,1996,08-17,6,32,26.6666666666667,21.1111111111111,15,15,12.2222222222222,10
1996-08-18T00:00:00Z,1996-8-18,84,70,57,59,53,46,88,54,27,30.15,30.09,30.01,6,6,5,10,7,18,0,0,,62,8,18,1996,08-18,7,33,28.8888888888889,21.1111111111111,13.8888888888889,15,11.6666666666667,7.77777777777777
1996-08-19T00:00:00Z,1996-8-19,84,72,60,59,55,52,82,53,33,30.04,29.95,29.86,NA,NA,NA,10,7,NA,0,NA,,84,8,19,1996,08-19,1,33,28.8888888888889,22.2222222222222,15.5555555555555,15,12.7777777777778,11.1111111111111
1996-08-20T00:00:00Z,1996-8-20,77,70,64,66,59,54,94,68,50,29.89,29.87,29.83,6,5,4,15,8,24,0,6,Rain,152,8,20,1996,08-20,2,33,25,21.1111111111111,17.7777777777778,18.8888888888889,15,12.2222222222222
1996-08-21T00:00:00Z,1996-8-21,75,68,62,64,60,55,100,77,50,29.92,29.9,29.89,6,5,1,9,5,NA,0,6,Rain-Thunderstorm,331,8,21,1996,08-21,3,33,23.8888888888889,20,16.6666666666667,17.7777777777778,15.5555555555555,12.7777777777778
1996-08-22T00:00:00Z,1996-8-22,71,65,59,59,56,52,94,80,50,29.98,29.95,29.92,6,6,4,12,6,NA,0,5,Rain,72,8,22,1996,08-22,4,33,21.6666666666667,18.3333333333333,15,15,13.3333333333333,11.1111111111111
1996-08-23T00:00:00Z,1996-8-23,77,68,59,59,54,43,88,68,31,29.92,29.82,29.77,6,6,6,24,12,30,0,4,Rain,182,8,23,1996,08-23,5,33,25,20,15,15,12.2222222222222,6.11111111111109
1996-08-24T00:00:00Z,1996-8-24,71,65,59,59,53,46,88,70,46,29.86,29.81,29.77,6,6,4,21,14,28,0,5,Rain,216,8,24,1996,08-24,6,33,21.6666666666667,18.3333333333333,15,15,11.6666666666667,7.77777777777777
1996-08-25T00:00:00Z,1996-8-25,71,64,57,55,52,46,88,68,41,29.92,29.89,29.86,6,6,6,18,10,NA,0,4,,228,8,25,1996,08-25,7,34,21.6666666666667,17.7777777777778,13.8888888888889,12.7777777777778,11.1111111111111,7.77777777777777
1996-08-26T00:00:00Z,1996-8-26,69,62,55,55,51,45,94,67,40,30.01,29.96,29.92,6,6,6,8,4,NA,0,3,Rain,303,8,26,1996,08-26,1,34,20.5555555555555,16.6666666666667,12.7777777777778,12.7777777777778,10.5555555555555,7.22222222222223
1996-08-27T00:00:00Z,1996-8-27,68,60,53,54,52,48,94,74,56,30.04,30,29.98,6,6,6,14,6,NA,0,5,Rain,354,8,27,1996,08-27,2,34,20,15.5555555555555,11.6666666666667,12.2222222222222,11.1111111111111,8.88888888888891
1996-08-28T00:00:00Z,1996-8-28,68,60,51,54,51,45,100,76,46,30.04,30.02,29.98,6,6,4,13,6,NA,0,4,Rain,302,8,28,1996,08-28,3,34,20,15.5555555555555,10.5555555555555,12.2222222222222,10.5555555555555,7.22222222222223
1996-08-29T00:00:00Z,1996-8-29,59,56,53,55,53,50,100,88,77,29.98,29.95,29.92,6,4,2,18,10,NA,0,6,Rain,257,8,29,1996,08-29,4,34,15,13.3333333333333,11.6666666666667,12.7777777777778,11.6666666666667,10
1996-08-30T00:00:00Z,1996-8-30,68,62,55,54,52,48,88,76,49,30.21,30.09,29.98,6,6,6,15,10,NA,0,5,Rain,280,8,30,1996,08-30,5,34,20,16.6666666666667,12.7777777777778,12.2222222222222,11.1111111111111,8.88888888888891
1996-08-31T00:00:00Z,1996-8-31,68,60,53,54,51,45,94,76,43,30.33,30.27,30.21,6,6,3,12,4,NA,0,5,,355,8,31,1996,08-31,6,34,20,15.5555555555555,11.6666666666667,12.2222222222222,10.5555555555555,7.22222222222223
1996-09-01T00:00:00Z,1996-9-1,66,57,48,52,46,39,100,70,37,30.39,30.34,30.33,6,5,4,10,6,NA,0,4,,27,9,1,1996,09-01,7,35,18.8888888888889,13.8888888888889,8.88888888888891,11.1111111111111,7.77777777777777,3.88888888888891
1996-09-02T00:00:00Z,1996-9-2,68,58,48,52,47,45,94,69,43,30.33,30.28,30.21,6,6,6,14,8,25,0,3,,23,9,2,1996,09-02,1,35,20,14.4444444444445,8.88888888888891,11.1111111111111,8.33333333333331,7.22222222222223
1996-09-03T00:00:00Z,1996-9-3,69,58,48,50,48,46,94,68,46,30.24,30.14,30.09,6,5,2,17,10,NA,0,3,,25,9,3,1996,09-03,2,35,20.5555555555555,14.4444444444445,8.88888888888891,10,8.88888888888891,7.77777777777777
1996-09-04T00:00:00Z,1996-9-4,75,64,53,55,53,50,88,68,44,30.09,30.07,30.04,6,4,3,16,12,NA,0,0,,25,9,4,1996,09-04,3,35,23.8888888888889,17.7777777777778,11.6666666666667,12.7777777777778,11.6666666666667,10
1996-09-05T00:00:00Z,1996-9-5,69,60,51,55,51,50,94,74,49,30.09,30.06,30.04,6,4,3,14,11,NA,0,2,,25,9,5,1996,09-05,4,35,20.5555555555555,15.5555555555555,10.5555555555555,12.7777777777778,10.5555555555555,10
1996-09-06T00:00:00Z,1996-9-6,71,60,48,50,45,37,93,62,31,30.12,30.1,30.06,6,5,5,12,8,NA,0,0,,26,9,6,1996,09-06,5,35,21.6666666666667,15.5555555555555,8.88888888888891,10,7.22222222222223,2.77777777777777
1996-09-07T00:00:00Z,1996-9-7,68,58,48,50,44,37,100,65,33,30.24,30.2,30.15,6,4,1,12,8,NA,0,1,,41,9,7,1996,09-07,6,35,20,14.4444444444445,8.88888888888891,10,6.66666666666669,2.77777777777777
1996-09-08T00:00:00Z,1996-9-8,66,55,44,45,41,39,87,61,37,30.24,30.21,30.18,6,6,6,17,9,NA,0,1,,31,9,8,1996,09-08,7,36,18.8888888888889,12.7777777777778,6.66666666666669,7.22222222222223,5,3.88888888888891
1996-09-09T00:00:00Z,1996-9-9,68,57,46,52,46,43,100,70,40,30.21,30.18,30.15,6,5,2,15,8,NA,0,1,,17,9,9,1996,09-09,1,36,20,13.8888888888889,7.77777777777777,11.1111111111111,7.77777777777777,6.11111111111109
1996-09-10T00:00:00Z,1996-9-10,64,58,51,54,51,48,100,81,56,30.18,30.15,30.12,6,4,1,14,7,NA,0,6,,5,9,10,1996,09-10,2,36,17.7777777777778,14.4444444444445,10.5555555555555,12.2222222222222,10.5555555555555,8.88888888888891
1996-09-11T00:00:00Z,1996-9-11,64,58,53,52,49,45,88,74,49,30.12,30.04,29.95,6,6,5,14,6,NA,0,6,,347,9,11,1996,09-11,3,36,17.7777777777778,14.4444444444445,11.6666666666667,11.1111111111111,9.44444444444446,7.22222222222223
1996-09-12T00:00:00Z,1996-9-12,64,56,48,54,48,41,94,77,45,29.95,29.84,29.77,6,5,3,20,7,NA,0,4,Rain,298,9,12,1996,09-12,4,36,17.7777777777778,13.3333333333333,8.88888888888891,12.2222222222222,8.88888888888891,5
1996-09-13T00:00:00Z,1996-9-13,59,52,46,48,44,41,87,72,51,30.09,29.95,29.86,6,6,6,18,11,NA,0,3,Rain,311,9,13,1996,09-13,5,36,15,11.1111111111111,7.77777777777777,8.88888888888891,6.66666666666669,5
1996-09-14T00:00:00Z,1996-9-14,64,58,51,50,47,45,88,72,49,30.21,30.16,30.09,6,6,6,12,7,NA,0,5,,340,9,14,1996,09-14,6,36,17.7777777777778,14.4444444444445,10.5555555555555,10,8.33333333333331,7.22222222222223
1996-09-15T00:00:00Z,1996-9-15,64,54,44,50,47,43,93,75,52,30.27,30.23,30.21,6,6,6,12,6,NA,0,3,,14,9,15,1996,09-15,7,37,17.7777777777778,12.2222222222222,6.66666666666669,10,8.33333333333331,6.11111111111109
1996-09-16T00:00:00Z,1996-9-16,68,56,44,48,44,39,93,67,35,30.24,30.16,30.04,6,5,3,16,9,NA,0,1,,58,9,16,1996,09-16,1,37,20,13.3333333333333,6.66666666666669,8.88888888888891,6.66666666666669,3.88888888888891
1996-09-17T00:00:00Z,1996-9-17,66,55,44,43,39,36,76,57,32,30.04,29.96,29.89,NA,NA,NA,20,12,NA,0,NA,,69,9,17,1996,09-17,2,37,18.8888888888889,12.7777777777778,6.66666666666669,6.11111111111109,3.88888888888891,2.22222222222223
1996-09-18T00:00:00Z,1996-9-18,62,52,42,41,39,36,81,61,39,29.92,29.82,29.74,6,6,6,18,13,28,0,1,,60,9,18,1996,09-18,3,37,16.6666666666667,11.1111111111111,5.55555555555554,5,3.88888888888891,2.22222222222223
1996-09-19T00:00:00Z,1996-9-19,60,53,46,59,49,41,100,87,67,29.74,29.63,29.56,6,4,2,15,12,26,0,6,Rain,65,9,19,1996,09-19,4,37,15.5555555555555,11.6666666666667,7.77777777777777,15,9.44444444444446,5
1996-09-20T00:00:00Z,1996-9-20,59,54,50,54,49,46,100,84,67,29.68,29.65,29.62,6,5,3,15,7,NA,0,6,Rain,142,9,20,1996,09-20,5,37,15,12.2222222222222,10,12.2222222222222,9.44444444444446,7.77777777777777
1996-09-21T00:00:00Z,1996-9-21,60,53,46,50,49,46,100,87,63,29.71,29.66,29.62,6,3,0,14,7,NA,0,5,Fog,30,9,21,1996,09-21,6,37,15.5555555555555,11.6666666666667,7.77777777777777,10,9.44444444444446,7.77777777777777
1996-09-22T00:00:00Z,1996-9-22,53,50,48,48,46,45,93,86,76,29.83,29.76,29.71,5,3,2,12,9,NA,0,6,,4,9,22,1996,09-22,7,38,11.6666666666667,10,8.88888888888891,8.88888888888891,7.77777777777777,7.22222222222223
1996-09-23T00:00:00Z,1996-9-23,59,54,50,50,47,45,94,82,59,29.83,29.79,29.77,6,5,2,9,5,NA,0,5,Rain,277,9,23,1996,09-23,1,38,15,12.2222222222222,10,10,8.33333333333331,7.22222222222223
1996-09-24T00:00:00Z,1996-9-24,62,55,48,50,49,46,100,82,55,29.89,29.86,29.83,6,4,0,8,4,NA,0,5,Fog,279,9,24,1996,09-24,2,38,16.6666666666667,12.7777777777778,8.88888888888891,10,9.44444444444446,7.77777777777777
1996-09-25T00:00:00Z,1996-9-25,64,58,51,52,49,46,88,76,59,29.95,29.83,29.77,6,4,2,9,5,NA,0,5,,173,9,25,1996,09-25,3,38,17.7777777777778,14.4444444444445,10.5555555555555,11.1111111111111,9.44444444444446,7.77777777777777
1996-09-26T00:00:00Z,1996-9-26,66,58,50,54,51,48,100,80,52,30.06,30,29.95,6,4,1,18,5,26,0,4,Fog-Rain,200,9,26,1996,09-26,4,38,18.8888888888889,14.4444444444445,10,12.2222222222222,10.5555555555555,8.88888888888891
1996-09-27T00:00:00Z,1996-9-27,64,60,55,57,54,50,94,82,64,30.12,29.95,29.86,6,6,2,20,14,NA,0,5,Rain,243,9,27,1996,09-27,5,38,17.7777777777778,15.5555555555555,12.7777777777778,13.8888888888889,12.2222222222222,10
1996-09-28T00:00:00Z,1996-9-28,64,57,50,52,48,45,100,76,52,30.3,30.24,30.12,6,6,6,13,9,NA,0,6,,233,9,28,1996,09-28,6,38,17.7777777777778,13.8888888888889,10,11.1111111111111,8.88888888888891,7.22222222222223
1996-09-29T00:00:00Z,1996-9-29,71,61,51,54,50,46,88,69,49,30.24,30.16,30.06,6,6,6,21,11,29,0,5,,197,9,29,1996,09-29,7,39,21.6666666666667,16.1111111111111,10.5555555555555,12.2222222222222,10,7.77777777777777
1996-09-30T00:00:00Z,1996-9-30,68,64,59,57,55,46,88,75,46,30.06,29.92,29.71,6,6,6,20,13,29,0,6,,196,9,30,1996,09-30,1,39,20,17.7777777777778,15,13.8888888888889,12.7777777777778,7.77777777777777
1996-10-01T00:00:00Z,1996-10-1,60,55,50,57,50,45,100,88,76,29.92,29.73,29.62,6,6,2,21,9,NA,0,7,Rain,282,10,1,1996,10-01,2,39,15.5555555555555,12.7777777777778,10,13.8888888888889,10,7.22222222222223
1996-10-02T00:00:00Z,1996-10-2,60,53,46,50,46,43,100,79,59,30.24,30.03,29.89,6,5,3,9,5,NA,0,4,Rain,52,10,2,1996,10-02,3,39,15.5555555555555,11.6666666666667,7.77777777777777,10,7.77777777777777,6.11111111111109
1996-10-03T00:00:00Z,1996-10-3,64,53,42,48,46,43,100,76,49,30.33,30.27,30.18,6,4,1,14,5,24,0,2,Fog,203,10,3,1996,10-03,4,39,17.7777777777778,11.6666666666667,5.55555555555554,8.88888888888891,7.77777777777777,6.11111111111109
1996-10-04T00:00:00Z,1996-10-4,60,56,51,52,47,39,100,73,45,30.18,30.09,30.01,6,6,2,16,11,NA,0,4,Rain,241,10,4,1996,10-04,5,39,15.5555555555555,13.3333333333333,10.5555555555555,11.1111111111111,8.33333333333331,3.88888888888891
1996-10-05T00:00:00Z,1996-10-5,57,52,48,46,43,39,87,75,54,30.12,29.99,29.89,6,6,6,20,12,22,0,3,Rain,293,10,5,1996,10-05,6,39,13.8888888888889,11.1111111111111,8.88888888888891,7.77777777777777,6.11111111111109,3.88888888888891
1996-10-06T00:00:00Z,1996-10-6,59,50,41,46,43,41,100,80,55,30.24,30.18,30.12,6,6,6,12,8,NA,0,2,,11,10,6,1996,10-06,7,40,15,10,5,7.77777777777777,6.11111111111109,5
1996-10-07T00:00:00Z,1996-10-7,60,50,41,46,41,37,100,75,42,30.24,30.17,30.12,6,5,2,7,5,NA,0,0,Fog,12,10,7,1996,10-07,1,40,15.5555555555555,10,5,7.77777777777777,5,2.77777777777777
1996-10-08T00:00:00Z,1996-10-8,64,53,42,52,45,39,93,77,52,30.15,30.13,30.12,6,5,1,8,5,NA,0,2,Fog,355,10,8,1996,10-08,2,40,17.7777777777778,11.6666666666667,5.55555555555554,11.1111111111111,7.22222222222223,3.88888888888891
1996-10-09T00:00:00Z,1996-10-9,59,55,51,55,52,50,94,91,82,30.18,30.13,30.09,6,5,2,10,4,NA,0,6,Rain,272,10,9,1996,10-09,3,40,15,12.7777777777778,10.5555555555555,12.7777777777778,11.1111111111111,10
1996-10-10T00:00:00Z,1996-10-10,55,53,51,52,51,50,100,94,88,30.24,30.2,30.15,6,3,1,9,6,NA,0,7,Fog-Rain,345,10,10,1996,10-10,4,40,12.7777777777778,11.6666666666667,10.5555555555555,11.1111111111111,10.5555555555555,10
1996-10-11T00:00:00Z,1996-10-11,59,54,50,52,50,48,100,87,67,30.24,30.14,30.06,6,2,1,12,4,17,0,6,,111,10,11,1996,10-11,5,40,15,12.2222222222222,10,11.1111111111111,10,8.88888888888891
