Date,GMT,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1996-07-18T00:00:00Z,1996-7-18,69,62,55,57,51,45,94,67,43,30.3,30.29,30.27,6,6,6,20,16,NA,0,3,,77,7,18,1996,07-18,4,28,20.5555555555555,16.6666666666667,12.7777777777778,13.8888888888889,10.5555555555555,7.22222222222223
1996-07-19T00:00:00Z,1996-7-19,69,62,55,55,53,46,100,77,56,30.27,30.25,30.24,NA,NA,NA,17,14,NA,0,NA,,86,7,19,1996,07-19,5,28,20.5555555555555,16.6666666666667,12.7777777777778,12.7777777777778,11.6666666666667,7.77777777777777
1996-07-20T00:00:00Z,1996-7-20,71,61,51,57,53,45,100,75,38,30.24,30.24,30.21,6,6,6,12,8,NA,0,3,,51,7,20,1996,07-20,6,28,21.6666666666667,16.1111111111111,10.5555555555555,13.8888888888889,11.6666666666667,7.22222222222223
1996-07-21T00:00:00Z,1996-7-21,68,60,53,59,55,52,100,84,68,30.21,30.15,30.09,6,4,0,9,4,NA,0,1,Fog,246,7,21,1996,07-21,7,29,20,15.5555555555555,11.6666666666667,15,12.7777777777778,11.1111111111111
1996-07-22T00:00:00Z,1996-7-22,71,60,48,61,53,48,100,77,49,30.06,29.97,29.92,6,4,0,10,4,NA,0,3,Fog,329,7,22,1996,07-22,1,29,21.6666666666667,15.5555555555555,8.88888888888891,16.1111111111111,11.6666666666667,8.88888888888891
1996-07-23T00:00:00Z,1996-7-23,66,62,59,59,56,54,100,81,64,30.04,29.95,29.89,6,6,6,16,9,23,0,4,Rain,298,7,23,1996,07-23,2,29,18.8888888888889,16.6666666666667,15,15,13.3333333333333,12.2222222222222
1996-07-24T00:00:00Z,1996-7-24,66,62,57,59,55,52,100,79,60,30.24,30.16,30.04,6,6,6,15,10,26,0,3,,335,7,24,1996,07-24,3,29,18.8888888888889,16.6666666666667,13.8888888888889,15,12.7777777777778,11.1111111111111
1996-07-25T00:00:00Z,1996-7-25,69,60,51,57,53,50,100,78,56,30.3,30.26,30.24,6,6,6,15,9,20,0,1,Fog,2,7,25,1996,07-25,4,29,20.5555555555555,15.5555555555555,10.5555555555555,13.8888888888889,11.6666666666667,10
1996-07-26T00:00:00Z,1996-7-26,71,63,55,64,59,50,100,89,78,30.27,30.23,30.21,6,5,0,10,6,NA,0,4,Fog,305,7,26,1996,07-26,5,29,21.6666666666667,17.2222222222222,12.7777777777778,17.7777777777778,15,10
1996-07-27T00:00:00Z,1996-7-27,69,64,59,63,58,54,100,84,64,30.21,30.17,30.15,6,5,1,13,8,NA,0,7,,298,7,27,1996,07-27,6,29,20.5555555555555,17.7777777777778,15,17.2222222222222,14.4444444444445,12.2222222222222
1996-07-28T00:00:00Z,1996-7-28,66,63,60,63,61,57,100,93,83,30.12,30.03,29.95,6,4,1,16,9,29,0,7,Rain,216,7,28,1996,07-28,7,30,18.8888888888889,17.2222222222222,15.5555555555555,17.2222222222222,16.1111111111111,13.8888888888889
1996-07-29T00:00:00Z,1996-7-29,69,64,59,64,61,57,100,90,73,30.06,29.97,29.89,6,6,2,13,8,23,0,5,,271,7,29,1996,07-29,1,30,20.5555555555555,17.7777777777778,15,17.7777777777778,16.1111111111111,13.8888888888889
1996-07-30T00:00:00Z,1996-7-30,66,62,59,61,56,50,100,85,68,30.09,30.06,30.04,6,5,0,16,10,23,0,6,Fog-Rain,250,7,30,1996,07-30,2,30,18.8888888888889,16.6666666666667,15,16.1111111111111,13.3333333333333,10
1996-07-31T00:00:00Z,1996-7-31,68,62,57,61,55,48,100,80,52,30.04,30.03,30.01,6,5,0,12,8,23,0,7,Fog,266,7,31,1996,07-31,3,30,20,16.6666666666667,13.8888888888889,16.1111111111111,12.7777777777778,8.88888888888891
1996-08-01T00:00:00Z,1996-8-1,68,62,57,57,54,50,94,78,60,30.15,30.06,30.01,6,6,4,16,9,24,0,4,,257,8,1,1996,08-01,4,30,20,16.6666666666667,13.8888888888889,13.8888888888889,12.2222222222222,10
1996-08-02T00:00:00Z,1996-8-2,66,60,55,55,51,48,100,75,56,30.36,30.27,30.15,6,6,6,12,8,NA,0,4,,315,8,2,1996,08-02,5,30,18.8888888888889,15.5555555555555,12.7777777777778,12.7777777777778,10.5555555555555,8.88888888888891
1996-08-03T00:00:00Z,1996-8-3,69,60,51,57,51,46,94,73,49,30.39,30.36,30.3,6,6,6,10,6,NA,0,1,,31,8,3,1996,08-03,6,30,20.5555555555555,15.5555555555555,10.5555555555555,13.8888888888889,10.5555555555555,7.77777777777777
1996-08-04T00:00:00Z,1996-8-4,71,60,50,57,52,46,94,75,50,30.3,30.1,29.95,6,6,6,21,13,32,0,1,,84,8,4,1996,08-04,7,31,21.6666666666667,15.5555555555555,10,13.8888888888889,11.1111111111111,7.77777777777777
1996-08-05T00:00:00Z,1996-8-5,66,62,59,61,58,54,100,85,64,29.92,29.82,29.71,6,3,1,15,10,NA,0,6,Rain,89,8,5,1996,08-05,1,31,18.8888888888889,16.6666666666667,15,16.1111111111111,14.4444444444445,12.2222222222222
1996-08-06T00:00:00Z,1996-8-6,62,58,55,59,52,45,100,83,55,30.04,29.84,29.68,6,5,1,23,16,40,0,5,Rain,273,8,6,1996,08-06,2,31,16.6666666666667,14.4444444444445,12.7777777777778,15,11.1111111111111,7.22222222222223
1996-08-07T00:00:00Z,1996-8-7,64,58,51,55,51,45,88,76,59,30.12,30.08,30.06,6,6,6,14,9,NA,0,3,,260,8,7,1996,08-07,3,31,17.7777777777778,14.4444444444445,10.5555555555555,12.7777777777778,10.5555555555555,7.22222222222223
1996-08-08T00:00:00Z,1996-8-8,62,60,57,59,55,50,100,87,72,30.04,29.91,29.83,6,5,1,21,10,39,0,7,Rain,183,8,8,1996,08-08,4,31,16.6666666666667,15.5555555555555,13.8888888888889,15,12.7777777777778,10
1996-08-09T00:00:00Z,1996-8-9,66,62,57,61,56,48,100,86,52,29.83,29.75,29.62,6,5,2,21,9,36,0,7,Rain,186,8,9,1996,08-09,5,31,18.8888888888889,16.6666666666667,13.8888888888889,16.1111111111111,13.3333333333333,8.88888888888891
1996-08-10T00:00:00Z,1996-8-10,62,58,55,57,55,52,100,85,72,29.62,29.6,29.56,6,6,1,21,12,34,0,4,Rain,224,8,10,1996,08-10,6,31,16.6666666666667,14.4444444444445,12.7777777777778,13.8888888888889,12.7777777777778,11.1111111111111
1996-08-11T00:00:00Z,1996-8-11,64,60,55,57,54,50,100,84,64,29.89,29.69,29.5,6,5,1,21,15,36,0,4,Rain,306,8,11,1996,08-11,7,32,17.7777777777778,15.5555555555555,12.7777777777778,13.8888888888889,12.2222222222222,10
1996-08-12T00:00:00Z,1996-8-12,68,62,57,57,55,52,100,81,68,30.04,29.97,29.89,6,6,6,14,10,NA,0,1,Fog,329,8,12,1996,08-12,1,32,20,16.6666666666667,13.8888888888889,13.8888888888889,12.7777777777778,11.1111111111111
1996-08-13T00:00:00Z,1996-8-13,68,62,57,59,54,52,94,77,56,30.15,30.08,30.04,6,6,6,15,9,NA,0,1,,352,8,13,1996,08-13,2,32,20,16.6666666666667,13.8888888888889,15,12.2222222222222,11.1111111111111
1996-08-14T00:00:00Z,1996-8-14,68,60,53,55,53,48,100,78,60,30.15,30.14,30.12,6,6,2,18,8,NA,0,2,,355,8,14,1996,08-14,3,32,20,15.5555555555555,11.6666666666667,12.7777777777778,11.6666666666667,8.88888888888891
1996-08-15T00:00:00Z,1996-8-15,69,60,51,59,55,50,100,81,60,30.18,30.15,30.12,6,4,2,9,6,22,0,2,Fog,99,8,15,1996,08-15,4,32,20.5555555555555,15.5555555555555,10.5555555555555,15,12.7777777777778,10
1996-08-16T00:00:00Z,1996-8-16,66,60,53,57,54,52,100,82,68,30.18,30.15,30.12,6,5,2,8,2,NA,0,3,Fog,235,8,16,1996,08-16,5,32,18.8888888888889,15.5555555555555,11.6666666666667,13.8888888888889,12.2222222222222,11.1111111111111
1996-08-17T00:00:00Z,1996-8-17,69,60,51,61,57,50,100,86,73,30.15,30.11,30.06,6,3,0,15,7,NA,0,4,Fog,94,8,17,1996,08-17,6,32,20.5555555555555,15.5555555555555,10.5555555555555,16.1111111111111,13.8888888888889,10
1996-08-18T00:00:00Z,1996-8-18,71,66,60,61,59,57,100,85,68,30.04,30.01,29.95,4,2,1,12,9,NA,0,5,Fog,151,8,18,1996,08-18,7,33,21.6666666666667,18.8888888888889,15.5555555555555,16.1111111111111,15,13.8888888888889
1996-08-19T00:00:00Z,1996-8-19,66,62,59,64,60,55,100,91,73,29.95,29.92,29.89,6,3,0,12,7,NA,0,6,Rain,202,8,19,1996,08-19,1,33,18.8888888888889,16.6666666666667,15,17.7777777777778,15.5555555555555,12.7777777777778
1996-08-20T00:00:00Z,1996-8-20,66,62,57,61,58,54,100,86,73,29.92,29.9,29.89,6,6,1,14,6,NA,0,3,Fog-Rain,274,8,20,1996,08-20,2,33,18.8888888888889,16.6666666666667,13.8888888888889,16.1111111111111,14.4444444444445,12.2222222222222
1996-08-21T00:00:00Z,1996-8-21,66,60,53,57,53,46,100,81,63,29.95,29.91,29.89,6,6,4,12,6,NA,0,4,,250,8,21,1996,08-21,3,33,18.8888888888889,15.5555555555555,11.6666666666667,13.8888888888889,11.6666666666667,7.77777777777777
1996-08-22T00:00:00Z,1996-8-22,64,60,55,61,56,52,100,89,72,29.92,29.76,29.68,6,6,2,25,12,47,0,6,Rain,184,8,22,1996,08-22,4,33,17.7777777777778,15.5555555555555,12.7777777777778,16.1111111111111,13.3333333333333,11.1111111111111
1996-08-23T00:00:00Z,1996-8-23,62,58,55,57,54,50,100,86,63,29.65,29.6,29.53,6,6,1,25,10,43,0,3,Rain,229,8,23,1996,08-23,5,33,16.6666666666667,14.4444444444445,12.7777777777778,13.8888888888889,12.2222222222222,10
1996-08-24T00:00:00Z,1996-8-24,64,60,57,57,54,52,94,82,68,29.8,29.72,29.65,6,6,2,22,13,34,0,4,Rain,259,8,24,1996,08-24,6,33,17.7777777777778,15.5555555555555,13.8888888888889,13.8888888888889,12.2222222222222,11.1111111111111
1996-08-25T00:00:00Z,1996-8-25,62,58,55,57,53,50,100,84,68,29.92,29.86,29.8,6,6,5,18,14,23,0,4,Rain,263,8,25,1996,08-25,7,34,16.6666666666667,14.4444444444445,12.7777777777778,13.8888888888889,11.6666666666667,10
1996-08-26T00:00:00Z,1996-8-26,62,56,51,55,51,48,94,80,63,30.04,29.97,29.92,6,6,6,15,8,NA,0,4,Rain,294,8,26,1996,08-26,1,34,16.6666666666667,13.3333333333333,10.5555555555555,12.7777777777778,10.5555555555555,8.88888888888891
1996-08-27T00:00:00Z,1996-8-27,62,56,51,55,52,46,100,83,68,30.15,30.06,30.01,6,6,6,15,7,NA,0,4,Rain,311,8,27,1996,08-27,2,34,16.6666666666667,13.3333333333333,10.5555555555555,12.7777777777778,11.1111111111111,7.77777777777777
1996-08-28T00:00:00Z,1996-8-28,62,58,53,55,52,50,94,79,63,30.18,30.16,30.12,6,6,6,18,10,32,0,2,,337,8,28,1996,08-28,3,34,16.6666666666667,14.4444444444445,11.6666666666667,12.7777777777778,11.1111111111111,10
1996-08-29T00:00:00Z,1996-8-29,59,57,55,55,49,43,100,77,59,30.15,30.14,30.12,6,6,6,16,10,26,0,4,,333,8,29,1996,08-29,4,34,15,13.8888888888889,12.7777777777778,12.7777777777778,9.44444444444446,6.11111111111109
1996-08-30T00:00:00Z,1996-8-30,64,58,53,57,53,46,100,79,52,30.33,30.24,30.15,6,6,6,16,8,NA,0,6,,330,8,30,1996,08-30,5,34,17.7777777777778,14.4444444444445,11.6666666666667,13.8888888888889,11.6666666666667,7.77777777777777
1996-08-31T00:00:00Z,1996-8-31,64,57,50,54,48,43,94,72,49,30.45,30.41,30.36,6,6,6,12,6,NA,0,6,,11,8,31,1996,08-31,6,34,17.7777777777778,13.8888888888889,10,12.2222222222222,8.88888888888891,6.11111111111109
1996-09-01T00:00:00Z,1996-9-1,64,56,48,52,49,43,100,77,55,30.42,30.41,30.39,6,6,6,9,4,NA,0,6,,346,9,1,1996,09-01,7,35,17.7777777777778,13.3333333333333,8.88888888888891,11.1111111111111,9.44444444444446,6.11111111111109
1996-09-02T00:00:00Z,1996-9-2,66,58,51,61,55,50,100,87,68,30.39,30.35,30.3,6,6,5,10,5,NA,0,4,,10,9,2,1996,09-02,1,35,18.8888888888889,14.4444444444445,10.5555555555555,16.1111111111111,12.7777777777778,10
1996-09-03T00:00:00Z,1996-9-3,69,62,53,61,56,50,94,81,60,30.3,30.24,30.21,6,5,3,14,8,NA,0,4,Fog,47,9,3,1996,09-03,2,35,20.5555555555555,16.6666666666667,11.6666666666667,16.1111111111111,13.3333333333333,10
1996-09-04T00:00:00Z,1996-9-4,66,58,51,57,52,48,100,79,59,30.24,30.18,30.15,6,4,2,30,13,38,0,2,,70,9,4,1996,09-04,3,35,18.8888888888889,14.4444444444445,10.5555555555555,13.8888888888889,11.1111111111111,8.88888888888891
1996-09-05T00:00:00Z,1996-9-5,64,58,53,55,49,45,100,75,52,30.18,30.14,30.12,6,6,6,20,16,31,0,2,,72,9,5,1996,09-05,4,35,17.7777777777778,14.4444444444445,11.6666666666667,12.7777777777778,9.44444444444446,7.22222222222223
1996-09-06T00:00:00Z,1996-9-6,64,58,51,59,54,48,100,85,73,30.18,30.14,30.09,6,5,4,24,15,38,0,4,,79,9,6,1996,09-06,5,35,17.7777777777778,14.4444444444445,10.5555555555555,15,12.2222222222222,8.88888888888891
1996-09-07T00:00:00Z,1996-9-7,66,58,50,57,51,45,94,82,46,30.3,30.25,30.18,6,5,2,18,12,25,0,2,,65,9,7,1996,09-07,6,35,18.8888888888889,14.4444444444445,10,13.8888888888889,10.5555555555555,7.22222222222223
1996-09-08T00:00:00Z,1996-9-8,64,55,46,54,48,41,93,75,49,30.36,30.32,30.3,6,6,3,14,10,NA,0,4,,55,9,8,1996,09-08,7,36,17.7777777777778,12.7777777777778,7.77777777777777,12.2222222222222,8.88888888888891,5
1996-09-09T00:00:00Z,1996-9-9,64,58,51,54,48,43,94,71,45,30.36,30.35,30.33,6,6,6,20,13,28,0,4,,34,9,9,1996,09-09,1,36,17.7777777777778,14.4444444444445,10.5555555555555,12.2222222222222,8.88888888888891,6.11111111111109
1996-09-10T00:00:00Z,1996-9-10,60,53,46,54,47,41,94,76,48,30.33,30.28,30.21,6,6,4,14,8,26,0,5,,38,9,10,1996,09-10,2,36,15.5555555555555,11.6666666666667,7.77777777777777,12.2222222222222,8.33333333333331,5
1996-09-11T00:00:00Z,1996-9-11,62,58,51,55,51,46,100,79,59,30.21,30.12,30.06,6,6,4,10,7,NA,0,6,,11,9,11,1996,09-11,3,36,16.6666666666667,14.4444444444445,10.5555555555555,12.7777777777778,10.5555555555555,7.77777777777777
1996-09-12T00:00:00Z,1996-9-12,64,56,48,55,50,41,100,78,45,30.06,30.02,29.98,6,6,6,18,10,25,0,6,Rain,348,9,12,1996,09-12,4,36,17.7777777777778,13.3333333333333,8.88888888888891,12.7777777777778,10,5
1996-09-13T00:00:00Z,1996-9-13,62,54,46,48,45,37,94,71,48,30.21,30.14,30.04,6,6,6,13,9,NA,0,1,,17,9,13,1996,09-13,5,36,16.6666666666667,12.2222222222222,7.77777777777777,8.88888888888891,7.22222222222223,2.77777777777777
1996-09-14T00:00:00Z,1996-9-14,62,53,44,54,46,41,100,78,48,30.27,30.25,30.21,6,6,3,9,7,NA,0,3,Fog,93,9,14,1996,09-14,6,36,16.6666666666667,11.6666666666667,6.66666666666669,12.2222222222222,7.77777777777777,5
1996-09-15T00:00:00Z,1996-9-15,64,55,46,54,48,43,100,81,48,30.27,30.21,30.18,6,5,0,14,8,NA,0,1,Fog,106,9,15,1996,09-15,7,37,17.7777777777778,12.7777777777778,7.77777777777777,12.2222222222222,8.88888888888891,6.11111111111109
1996-09-16T00:00:00Z,1996-9-16,64,58,53,55,51,45,100,77,52,30.15,30.03,29.92,6,6,6,28,17,45,0,1,,109,9,16,1996,09-16,1,37,17.7777777777778,14.4444444444445,11.6666666666667,12.7777777777778,10.5555555555555,7.22222222222223
1996-09-17T00:00:00Z,1996-9-17,66,60,55,55,50,43,88,73,48,29.92,29.88,29.8,6,6,6,28,20,45,0,5,,99,9,17,1996,09-17,2,37,18.8888888888889,15.5555555555555,12.7777777777778,12.7777777777778,10,6.11111111111109
1996-09-18T00:00:00Z,1996-9-18,62,58,53,54,45,36,88,62,39,29.89,29.78,29.71,6,6,6,38,27,61,0,2,,82,9,18,1996,09-18,3,37,16.6666666666667,14.4444444444445,11.6666666666667,12.2222222222222,7.22222222222223,2.22222222222223
1996-09-19T00:00:00Z,1996-9-19,60,53,46,45,40,34,82,62,39,29.89,29.83,29.71,6,6,6,21,13,34,0,2,,34,9,19,1996,09-19,4,37,15.5555555555555,11.6666666666667,7.77777777777777,7.22222222222223,4.44444444444446,1.11111111111109
1996-09-20T00:00:00Z,1996-9-20,59,54,50,57,50,45,100,88,67,29.71,29.62,29.56,6,5,1,23,10,37,0,6,Rain,67,9,20,1996,09-20,5,37,15,12.2222222222222,10,13.8888888888889,10,7.22222222222223
1996-09-21T00:00:00Z,1996-9-21,60,55,50,52,48,37,94,77,55,29.92,29.78,29.68,6,4,2,16,11,28,0,6,,41,9,21,1996,09-21,6,37,15.5555555555555,12.7777777777778,10,11.1111111111111,8.88888888888891,2.77777777777777
1996-09-22T00:00:00Z,1996-9-22,57,50,44,50,44,39,100,80,63,29.98,29.94,29.92,6,6,3,10,7,NA,0,3,,50,9,22,1996,09-22,7,38,13.8888888888889,10,6.66666666666669,10,6.66666666666669,3.88888888888891
1996-09-23T00:00:00Z,1996-9-23,59,50,42,50,46,41,100,79,59,29.92,29.86,29.83,6,5,3,12,5,NA,0,5,,153,9,23,1996,09-23,1,38,15,10,5.55555555555554,10,7.77777777777777,5
1996-09-24T00:00:00Z,1996-9-24,60,56,53,57,54,50,100,89,77,29.89,29.8,29.65,6,5,2,14,8,25,0,7,Rain,212,9,24,1996,09-24,2,38,15.5555555555555,13.3333333333333,11.6666666666667,13.8888888888889,12.2222222222222,10
1996-09-25T00:00:00Z,1996-9-25,62,56,51,55,52,48,100,85,63,29.95,29.79,29.65,6,6,3,12,7,NA,0,4,Rain,274,9,25,1996,09-25,3,38,16.6666666666667,13.3333333333333,10.5555555555555,12.7777777777778,11.1111111111111,8.88888888888891
1996-09-26T00:00:00Z,1996-9-26,60,58,57,59,56,54,100,92,82,29.95,29.81,29.71,6,3,0,23,14,39,0,6,Fog-Rain,209,9,26,1996,09-26,4,38,15.5555555555555,14.4444444444445,13.8888888888889,15,13.3333333333333,12.2222222222222
1996-09-27T00:00:00Z,1996-9-27,62,58,55,57,51,43,100,77,48,30.15,29.95,29.8,6,6,6,20,14,32,0,3,,258,9,27,1996,09-27,5,38,16.6666666666667,14.4444444444445,12.7777777777778,13.8888888888889,10.5555555555555,6.11111111111109
1996-09-28T00:00:00Z,1996-9-28,60,58,55,57,55,52,100,87,77,30.18,30.14,30.04,6,6,4,23,13,38,0,5,Rain,222,9,28,1996,09-28,6,38,15.5555555555555,14.4444444444445,12.7777777777778,13.8888888888889,12.7777777777778,11.1111111111111
1996-09-29T00:00:00Z,1996-9-29,62,60,59,61,59,57,100,95,82,30.01,29.96,29.92,6,2,0,31,23,46,0,8,Fog-Rain,228,9,29,1996,09-29,7,39,16.6666666666667,15.5555555555555,15,16.1111111111111,15,13.8888888888889
1996-09-30T00:00:00Z,1996-9-30,57,54,51,55,51,46,100,89,72,29.98,29.87,29.77,6,6,5,9,6,NA,0,6,Fog-Rain,253,9,30,1996,09-30,1,39,13.8888888888889,12.2222222222222,10.5555555555555,12.7777777777778,10.5555555555555,7.77777777777777
1996-10-01T00:00:00Z,1996-10-1,59,54,48,55,48,41,100,81,59,29.89,29.85,29.8,6,6,3,21,11,38,0,4,Rain,295,10,1,1996,10-01,2,39,15,12.2222222222222,8.88888888888891,12.7777777777778,8.88888888888891,5
1996-10-02T00:00:00Z,1996-10-2,59,55,51,52,49,46,94,81,67,30.27,30.1,29.83,6,6,3,18,12,29,0,3,Rain,320,10,2,1996,10-02,3,39,15,12.7777777777778,10.5555555555555,11.1111111111111,9.44444444444446,7.77777777777777
1996-10-03T00:00:00Z,1996-10-3,59,56,51,57,52,45,100,87,72,30.27,30.17,30.06,6,5,2,25,14,43,0,6,Rain,239,10,3,1996,10-03,4,39,15,13.3333333333333,10.5555555555555,13.8888888888889,11.1111111111111,7.22222222222223
1996-10-04T00:00:00Z,1996-10-4,57,54,50,50,46,43,94,77,63,30.15,30.09,30.01,6,6,4,22,15,41,0,2,Rain,280,10,4,1996,10-04,5,39,13.8888888888889,12.2222222222222,10,10,7.77777777777777,6.11111111111109
1996-10-05T00:00:00Z,1996-10-5,55,52,48,48,44,39,100,73,54,30.33,30.2,30.06,6,6,6,20,13,33,0,3,,340,10,5,1996,10-05,6,39,12.7777777777778,11.1111111111111,8.88888888888891,8.88888888888891,6.66666666666669,3.88888888888891
1996-10-06T00:00:00Z,1996-10-6,59,54,50,55,51,43,100,86,67,30.33,30.28,30.21,6,6,6,13,6,NA,0,6,,292,10,6,1996,10-06,7,40,15,12.2222222222222,10,12.7777777777778,10.5555555555555,6.11111111111109
1996-10-07T00:00:00Z,1996-10-7,59,56,53,57,54,52,100,95,77,30.24,30.19,30.18,6,5,2,9,5,NA,0,6,Rain,266,10,7,1996,10-07,1,40,15,13.3333333333333,11.6666666666667,13.8888888888889,12.2222222222222,11.1111111111111
1996-10-08T00:00:00Z,1996-10-8,57,54,50,55,53,46,100,94,77,30.21,30.18,30.15,6,4,0,12,6,26,0,7,Rain,270,10,8,1996,10-08,2,40,13.8888888888889,12.2222222222222,10,12.7777777777778,11.6666666666667,7.77777777777777
