Date,CET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1996-08-26T00:00:00Z,1996-8-26,89,74,59,63,52,45,63,46,29,30.01,29.95,29.89,6,6,6,14,4,NA,0,3,,306,8,26,1996,08-26,1,34,31.6666666666667,23.3333333333333,15,17.2222222222222,11.1111111111111,7.22222222222223
1996-08-27T00:00:00Z,1996-8-27,87,74,62,66,57,52,78,54,35,30.09,29.98,29.95,6,6,6,18,4,NA,0,2,,49,8,27,1996,08-27,2,34,30.5555555555555,23.3333333333333,16.6666666666667,18.8888888888889,13.8888888888889,11.1111111111111
1996-08-28T00:00:00Z,1996-8-28,84,70,57,55,52,46,72,53,35,30.15,30.09,30.01,6,6,6,14,7,NA,0,2,,49,8,28,1996,08-28,3,34,28.8888888888889,21.1111111111111,13.8888888888889,12.7777777777778,11.1111111111111,7.77777777777777
1996-08-29T00:00:00Z,1996-8-29,80,70,59,52,49,45,67,49,36,30.09,30.06,30.01,6,6,6,14,10,25,0,1,,46,8,29,1996,08-29,4,34,26.6666666666667,21.1111111111111,15,11.1111111111111,9.44444444444446,7.22222222222223
1996-08-30T00:00:00Z,1996-8-30,78,68,57,52,48,45,67,50,34,30.18,30.14,30.09,6,6,6,15,9,26,0,1,,51,8,30,1996,08-30,5,34,25.5555555555555,20,13.8888888888889,11.1111111111111,8.88888888888891,7.22222222222223
1996-08-31T00:00:00Z,1996-8-31,80,68,55,54,48,41,72,50,30,30.24,30.18,30.09,6,6,6,10,6,NA,0,1,,33,8,31,1996,08-31,6,34,26.6666666666667,20,12.7777777777778,12.2222222222222,8.88888888888891,5
1996-09-01T00:00:00Z,1996-9-1,82,70,57,55,50,45,63,49,37,30.21,30.14,30.04,6,6,6,9,5,NA,0,1,,40,9,1,1996,09-01,7,35,27.7777777777778,21.1111111111111,13.8888888888889,12.7777777777778,10,7.22222222222223
1996-09-02T00:00:00Z,1996-9-2,84,70,55,57,50,45,72,49,36,30.09,30.03,29.89,6,6,6,10,1,NA,0,1,,149,9,2,1996,09-02,1,35,28.8888888888889,21.1111111111111,12.7777777777778,13.8888888888889,10,7.22222222222223
1996-09-03T00:00:00Z,1996-9-3,82,68,55,54,45,41,58,43,26,29.98,29.95,29.89,6,6,6,14,7,NA,0,1,,54,9,3,1996,09-03,2,35,27.7777777777778,20,12.7777777777778,12.2222222222222,7.22222222222223,5
1996-09-04T00:00:00Z,1996-9-4,80,68,57,61,52,39,78,59,40,30.06,29.98,29.92,6,6,2,26,4,NA,0,5,Rain,335,9,4,1996,09-04,3,35,26.6666666666667,20,13.8888888888889,16.1111111111111,11.1111111111111,3.88888888888891
1996-09-05T00:00:00Z,1996-9-5,80,66,51,59,54,48,94,66,36,30.09,30.06,30.01,6,6,5,13,3,26,0,2,,270,9,5,1996,09-05,4,35,26.6666666666667,18.8888888888889,10.5555555555555,15,12.2222222222222,8.88888888888891
1996-09-06T00:00:00Z,1996-9-6,80,66,51,54,49,45,82,53,34,30.12,30.07,30.01,6,6,6,12,5,NA,0,3,,234,9,6,1996,09-06,5,35,26.6666666666667,18.8888888888889,10.5555555555555,12.2222222222222,9.44444444444446,7.22222222222223
1996-09-07T00:00:00Z,1996-9-7,86,68,51,54,48,43,72,47,31,30.09,30.05,29.98,6,6,6,9,3,NA,0,2,,328,9,7,1996,09-07,6,35,30,20,10.5555555555555,12.2222222222222,8.88888888888891,6.11111111111109
1996-09-08T00:00:00Z,1996-9-8,84,70,57,57,51,45,82,52,35,30.01,29.96,29.89,6,6,6,16,4,18,0,3,Rain-Thunderstorm,27,9,8,1996,09-08,7,36,28.8888888888889,21.1111111111111,13.8888888888889,13.8888888888889,10.5555555555555,7.22222222222223
1996-09-09T00:00:00Z,1996-9-9,78,66,53,57,49,45,94,58,34,29.95,29.92,29.83,6,6,6,15,5,16,0,2,,48,9,9,1996,09-09,1,36,25.5555555555555,18.8888888888889,11.6666666666667,13.8888888888889,9.44444444444446,7.22222222222223
1996-09-10T00:00:00Z,1996-9-10,75,63,51,57,49,45,100,65,36,30.01,29.96,29.89,6,6,4,13,6,NA,0,6,Rain-Thunderstorm,29,9,10,1996,09-10,2,36,23.8888888888889,17.2222222222222,10.5555555555555,13.8888888888889,9.44444444444446,7.22222222222223
1996-09-11T00:00:00Z,1996-9-11,62,60,57,59,53,46,100,78,59,29.92,29.86,29.8,6,6,5,10,4,NA,0,7,Rain,14,9,11,1996,09-11,3,36,16.6666666666667,15.5555555555555,13.8888888888889,15,11.6666666666667,7.77777777777777
1996-09-12T00:00:00Z,1996-9-12,73,65,57,54,49,43,77,60,36,29.98,29.84,29.77,6,6,6,10,4,NA,0,6,,41,9,12,1996,09-12,4,36,22.7777777777778,18.3333333333333,13.8888888888889,12.2222222222222,9.44444444444446,6.11111111111109
1996-09-13T00:00:00Z,1996-9-13,78,63,48,50,46,43,94,57,30,30.04,30,29.95,6,6,6,10,2,NA,0,1,,307,9,13,1996,09-13,5,36,25.5555555555555,17.2222222222222,8.88888888888891,10,7.77777777777777,6.11111111111109
1996-09-14T00:00:00Z,1996-9-14,80,65,50,52,47,43,87,54,32,30.09,30.04,30.01,6,6,6,12,3,NA,0,3,,288,9,14,1996,09-14,6,36,26.6666666666667,18.3333333333333,10,11.1111111111111,8.33333333333331,6.11111111111109
1996-09-15T00:00:00Z,1996-9-15,80,66,51,52,50,46,94,60,34,30.12,30.08,30.06,6,6,6,5,1,NA,0,4,,316,9,15,1996,09-15,7,37,26.6666666666667,18.8888888888889,10.5555555555555,11.1111111111111,10,7.77777777777777
1996-09-16T00:00:00Z,1996-9-16,78,64,51,54,50,37,88,58,39,30.09,30.04,29.95,6,6,6,14,3,26,0,4,,252,9,16,1996,09-16,1,37,25.5555555555555,17.7777777777778,10.5555555555555,12.2222222222222,10,2.77777777777777
1996-09-17T00:00:00Z,1996-9-17,71,65,59,55,50,43,88,61,40,29.98,29.95,29.92,6,6,6,16,10,21,0,5,,284,9,17,1996,09-17,2,37,21.6666666666667,18.3333333333333,15,12.7777777777778,10,6.11111111111109
1996-09-18T00:00:00Z,1996-9-18,75,65,55,59,51,41,100,64,45,29.95,29.83,29.71,6,6,4,15,8,NA,0,6,Rain,245,9,18,1996,09-18,3,37,23.8888888888889,18.3333333333333,12.7777777777778,15,10.5555555555555,5
1996-09-19T00:00:00Z,1996-9-19,71,65,59,48,45,39,59,48,42,29.86,29.78,29.71,6,6,6,17,11,25,0,3,,291,9,19,1996,09-19,4,37,21.6666666666667,18.3333333333333,15,8.88888888888891,7.22222222222223,3.88888888888891
1996-09-20T00:00:00Z,1996-9-20,69,62,55,61,53,46,100,74,53,29.86,29.76,29.68,6,5,2,21,10,28,0,5,Rain,210,9,20,1996,09-20,5,37,20.5555555555555,16.6666666666667,12.7777777777778,16.1111111111111,11.6666666666667,7.77777777777777
1996-09-21T00:00:00Z,1996-9-21,69,64,59,57,48,39,88,60,35,29.77,29.7,29.68,6,6,6,24,17,33,0,3,,286,9,21,1996,09-21,6,37,20.5555555555555,17.7777777777778,15,13.8888888888889,8.88888888888891,3.88888888888891
1996-09-22T00:00:00Z,1996-9-22,68,58,48,48,44,41,87,58,42,29.98,29.89,29.8,6,6,6,9,4,NA,0,3,,289,9,22,1996,09-22,7,38,20,14.4444444444445,8.88888888888891,8.88888888888891,6.66666666666669,5
1996-09-23T00:00:00Z,1996-9-23,71,58,46,50,46,41,93,63,43,30.01,29.97,29.92,6,6,6,12,4,NA,0,3,,278,9,23,1996,09-23,1,38,21.6666666666667,14.4444444444445,7.77777777777777,10,7.77777777777777,5
1996-09-24T00:00:00Z,1996-9-24,73,60,46,52,48,41,100,62,38,30.04,29.99,29.95,6,6,6,14,7,NA,0,2,,290,9,24,1996,09-24,2,38,22.7777777777778,15.5555555555555,7.77777777777777,11.1111111111111,8.88888888888891,5
1996-09-25T00:00:00Z,1996-9-25,75,62,48,48,45,39,87,55,33,30.12,30.01,29.77,6,6,6,15,4,28,0,4,,336,9,25,1996,09-25,3,38,23.8888888888889,16.6666666666667,8.88888888888891,8.88888888888891,7.22222222222223,3.88888888888891
1996-09-26T00:00:00Z,1996-9-26,77,64,50,48,46,43,82,52,34,30.24,30.18,30.12,6,6,6,9,4,NA,0,2,,166,9,26,1996,09-26,4,38,25,17.7777777777778,10,8.88888888888891,7.77777777777777,6.11111111111109
1996-09-27T00:00:00Z,1996-9-27,86,70,53,55,51,46,82,54,35,30.27,30.22,30.18,6,6,6,6,1,NA,0,1,,216,9,27,1996,09-27,5,38,30,21.1111111111111,11.6666666666667,12.7777777777778,10.5555555555555,7.77777777777777
1996-09-28T00:00:00Z,1996-9-28,87,71,55,59,55,52,88,59,35,30.3,30.25,30.21,6,6,6,7,2,17,0,1,,257,9,28,1996,09-28,6,38,30.5555555555555,21.6666666666667,12.7777777777778,15,12.7777777777778,11.1111111111111
1996-09-29T00:00:00Z,1996-9-29,89,73,57,57,55,52,88,56,33,30.33,30.28,30.21,NA,NA,NA,8,2,NA,0,NA,,254,9,29,1996,09-29,7,39,31.6666666666667,22.7777777777778,13.8888888888889,13.8888888888889,12.7777777777778,11.1111111111111
1996-09-30T00:00:00Z,1996-9-30,86,72,57,61,53,48,82,53,30,30.24,30.09,29.95,6,6,6,14,3,26,0,3,,247,9,30,1996,09-30,1,39,30,22.2222222222222,13.8888888888889,16.1111111111111,11.6666666666667,8.88888888888891
1996-10-01T00:00:00Z,1996-10-1,75,65,55,54,46,41,63,51,43,30.15,30.02,29.89,6,6,6,18,11,NA,0,5,,357,10,1,1996,10-01,2,39,23.8888888888889,18.3333333333333,12.7777777777778,12.2222222222222,7.77777777777777,5
1996-10-02T00:00:00Z,1996-10-2,71,56,42,46,42,37,87,57,40,30.3,30.2,30.15,6,6,6,14,4,NA,0,1,,28,10,2,1996,10-02,3,39,21.6666666666667,13.3333333333333,5.55555555555554,7.77777777777777,5.55555555555554,2.77777777777777
1996-10-03T00:00:00Z,1996-10-3,75,58,42,46,43,37,93,55,31,30.33,30.29,30.24,NA,NA,NA,8,3,NA,0,NA,,356,10,3,1996,10-03,4,39,23.8888888888889,14.4444444444445,5.55555555555554,7.77777777777777,6.11111111111109,2.77777777777777
1996-10-04T00:00:00Z,1996-10-4,78,61,44,46,42,39,81,50,28,30.3,30.2,30.09,NA,NA,NA,5,1,NA,0,NA,,150,10,4,1996,10-04,5,39,25.5555555555555,16.1111111111111,6.66666666666669,7.77777777777777,5.55555555555554,3.88888888888891
1996-10-05T00:00:00Z,1996-10-5,68,62,53,50,45,39,77,55,42,30.09,30.07,30.04,6,6,6,23,10,NA,0,2,,30,10,5,1996,10-05,6,39,20,16.6666666666667,11.6666666666667,10,7.22222222222223,3.88888888888891
1996-10-06T00:00:00Z,1996-10-6,60,55,50,43,39,36,66,58,42,30.12,30.08,30.04,6,6,6,25,15,32,0,3,,5,10,6,1996,10-06,7,40,15.5555555555555,12.7777777777778,10,6.11111111111109,3.88888888888891,2.22222222222223
1996-10-07T00:00:00Z,1996-10-7,66,54,41,43,39,34,76,57,40,30.12,30.09,30.06,6,6,6,16,8,NA,0,1,,12,10,7,1996,10-07,1,40,18.8888888888889,12.2222222222222,5,6.11111111111109,3.88888888888891,1.11111111111109
1996-10-08T00:00:00Z,1996-10-8,68,54,41,48,44,37,87,63,46,30.18,30.14,30.09,6,6,6,18,8,NA,0,2,,1,10,8,1996,10-08,2,40,20,12.2222222222222,5,8.88888888888891,6.66666666666669,2.77777777777777
1996-10-09T00:00:00Z,1996-10-9,71,56,42,48,45,41,93,63,40,30.18,30.14,30.09,NA,NA,NA,9,4,NA,0,NA,,311,10,9,1996,10-09,3,40,21.6666666666667,13.3333333333333,5.55555555555554,8.88888888888891,7.22222222222223,5
1996-10-10T00:00:00Z,1996-10-10,71,58,46,50,45,43,87,60,41,30.18,30.13,30.06,NA,NA,NA,7,3,NA,0,NA,,17,10,10,1996,10-10,4,40,21.6666666666667,14.4444444444445,7.77777777777777,10,7.22222222222223,6.11111111111109
