CET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1996-7-20,86,78,69,66,61,55,73,55,40,30.04,29.99,29.95,6,6,6,10,5,NA,0,1,,168,7,20,1996,07-20,6,28,1996-07-20,Málaga,30,25.5555555555555,20.5555555555555,18.8888888888889,16.1111111111111,12.7777777777778
1996-7-21,84,76,68,68,62,55,78,62,40,30.06,30.03,29.98,NA,NA,NA,12,4,NA,0,NA,,216,7,21,1996,07-21,7,29,1996-07-21,Málaga,28.8888888888889,24.4444444444445,20,20,16.6666666666667,12.7777777777778
1996-7-22,82,75,68,70,64,57,88,69,45,30.06,30.05,30.01,NA,NA,NA,8,4,NA,0,NA,,195,7,22,1996,07-22,1,29,1996-07-22,Málaga,27.7777777777778,23.8888888888889,20,21.1111111111111,17.7777777777778,13.8888888888889
1996-7-23,82,75,68,70,67,61,94,75,61,30.06,30.01,29.98,5,5,4,12,4,NA,0,2,,179,7,23,1996,07-23,2,29,1996-07-23,Málaga,27.7777777777778,23.8888888888889,20,21.1111111111111,19.4444444444445,16.1111111111111
1996-7-24,84,76,69,68,65,63,83,65,51,30.04,29.98,29.89,6,5,4,10,6,NA,0,3,,168,7,24,1996,07-24,3,29,1996-07-24,Málaga,28.8888888888889,24.4444444444445,20.5555555555555,20,18.3333333333333,17.2222222222222
1996-7-25,87,81,75,70,66,59,78,62,38,29.98,29.91,29.86,6,6,6,12,6,NA,0,2,,163,7,25,1996,07-25,4,29,1996-07-25,Málaga,30.5555555555555,27.2222222222222,23.8888888888889,21.1111111111111,18.8888888888889,15
1996-7-26,87,76,64,64,55,46,69,45,33,29.92,29.9,29.89,6,6,6,18,6,NA,0,1,,320,7,26,1996,07-26,5,29,1996-07-26,Málaga,30.5555555555555,24.4444444444445,17.7777777777778,17.7777777777778,12.7777777777778,7.77777777777777
1996-7-27,87,79,71,64,59,55,69,51,35,29.95,29.93,29.92,6,6,6,18,10,NA,0,1,,270,7,27,1996,07-27,6,29,1996-07-27,Málaga,30.5555555555555,26.1111111111111,21.6666666666667,17.7777777777778,15,12.7777777777778
1996-7-28,80,74,69,68,66,63,94,74,61,30.04,30,29.95,5,4,2,12,4,NA,0,1,,150,7,28,1996,07-28,7,30,1996-07-28,Málaga,26.6666666666667,23.3333333333333,20.5555555555555,20,18.8888888888889,17.2222222222222
1996-7-29,80,74,69,68,67,64,88,72,61,30.06,30.02,29.98,6,5,4,9,3,NA,0,2,,190,7,29,1996,07-29,1,30,1996-07-29,Málaga,26.6666666666667,23.3333333333333,20.5555555555555,20,19.4444444444445,17.7777777777778
1996-7-30,78,73,68,70,67,64,94,80,69,30.01,29.98,29.95,5,4,4,13,4,NA,0,0,,160,7,30,1996,07-30,2,30,1996-07-30,Málaga,25.5555555555555,22.7777777777778,20,21.1111111111111,19.4444444444445,17.7777777777778
1996-7-31,82,75,68,70,68,66,100,81,62,30.04,30,29.95,6,4,2,12,4,NA,0,0,,163,7,31,1996,07-31,3,30,1996-07-31,Málaga,27.7777777777778,23.8888888888889,20,21.1111111111111,20,18.8888888888889
1996-8-1,80,74,68,70,67,66,94,77,61,30.04,30,29.98,3,3,2,10,4,NA,0,1,,183,8,1,1996,08-01,4,30,1996-08-01,Málaga,26.6666666666667,23.3333333333333,20,21.1111111111111,19.4444444444445,18.8888888888889
1996-8-2,80,74,68,66,65,61,94,76,54,30.09,30.04,30.01,4,3,2,7,4,NA,0,0,,167,8,2,1996,08-02,5,30,1996-08-02,Málaga,26.6666666666667,23.3333333333333,20,18.8888888888889,18.3333333333333,16.1111111111111
1996-8-3,80,73,66,70,66,61,94,75,57,30.12,30.07,30.04,3,3,1,9,5,NA,0,0,,170,8,3,1996,08-03,6,30,1996-08-03,Málaga,26.6666666666667,22.7777777777778,18.8888888888889,21.1111111111111,18.8888888888889,16.1111111111111
1996-8-4,82,76,69,70,67,64,94,75,61,30.06,30.01,29.92,6,3,2,9,5,NA,0,0,,182,8,4,1996,08-04,7,31,1996-08-04,Málaga,27.7777777777778,24.4444444444445,20.5555555555555,21.1111111111111,19.4444444444445,17.7777777777778
1996-8-5,93,81,69,70,61,52,88,54,28,29.95,29.89,29.8,NA,NA,NA,17,7,NA,0,NA,,288,8,5,1996,08-05,1,31,1996-08-05,Málaga,33.8888888888889,27.2222222222222,20.5555555555555,21.1111111111111,16.1111111111111,11.1111111111111
1996-8-6,93,82,71,64,57,48,78,41,23,29.89,29.88,29.86,NA,NA,NA,18,8,NA,0,NA,,282,8,6,1996,08-06,2,31,1996-08-06,Málaga,33.8888888888889,27.7777777777778,21.6666666666667,17.7777777777778,13.8888888888889,8.88888888888891
1996-8-7,93,81,69,64,61,54,83,51,33,29.95,29.91,29.89,6,6,6,16,5,NA,0,1,,223,8,7,1996,08-07,3,31,1996-08-07,Málaga,33.8888888888889,27.2222222222222,20.5555555555555,17.7777777777778,16.1111111111111,12.2222222222222
1996-8-8,89,79,69,66,60,55,88,52,38,29.95,29.94,29.89,6,6,6,18,12,NA,0,1,,230,8,8,1996,08-08,4,31,1996-08-08,Málaga,31.6666666666667,26.1111111111111,20.5555555555555,18.8888888888889,15.5555555555555,12.7777777777778
1996-8-9,82,74,66,66,61,57,83,63,42,29.98,29.94,29.92,NA,NA,NA,9,5,NA,0,NA,,150,8,9,1996,08-09,5,31,1996-08-09,Málaga,27.7777777777778,23.3333333333333,18.8888888888889,18.8888888888889,16.1111111111111,13.8888888888889
1996-8-10,93,80,68,66,61,57,83,55,32,29.95,29.9,29.83,NA,NA,NA,16,6,NA,0,NA,,298,8,10,1996,08-10,6,31,1996-08-10,Málaga,33.8888888888889,26.6666666666667,20,18.8888888888889,16.1111111111111,13.8888888888889
1996-8-11,102,90,77,57,54,46,47,32,16,29.89,29.84,29.77,NA,NA,NA,18,12,NA,0,NA,,314,8,11,1996,08-11,7,32,1996-08-11,Málaga,38.8888888888889,32.2222222222222,25,13.8888888888889,12.2222222222222,7.77777777777777
1996-8-12,82,75,68,72,63,48,89,64,32,29.89,29.84,29.83,NA,NA,NA,12,8,NA,0,NA,,137,8,12,1996,08-12,1,32,1996-08-12,Málaga,27.7777777777778,23.8888888888889,20,22.2222222222222,17.2222222222222,8.88888888888891
1996-8-13,82,76,69,73,69,64,100,80,61,29.89,29.87,29.86,6,4,2,8,3,NA,0,2,,155,8,13,1996,08-13,2,32,1996-08-13,Málaga,27.7777777777778,24.4444444444445,20.5555555555555,22.7777777777778,20.5555555555555,17.7777777777778
1996-8-14,82,76,71,70,70,68,94,80,66,29.92,29.89,29.86,5,4,2,8,3,NA,0,2,,157,8,14,1996,08-14,3,32,1996-08-14,Málaga,27.7777777777778,24.4444444444445,21.6666666666667,21.1111111111111,21.1111111111111,20
1996-8-15,86,78,69,72,68,57,100,75,55,29.98,29.92,29.89,6,5,3,12,5,NA,0,4,Rain-Thunderstorm,264,8,15,1996,08-15,4,32,1996-08-15,Málaga,30,25.5555555555555,20.5555555555555,22.2222222222222,20,13.8888888888889
1996-8-16,82,75,68,70,64,57,83,68,58,30.04,30.02,29.98,6,6,6,9,7,NA,0,2,,220,8,16,1996,08-16,5,32,1996-08-16,Málaga,27.7777777777778,23.8888888888889,20,21.1111111111111,17.7777777777778,13.8888888888889
1996-8-17,84,76,69,70,66,61,88,72,48,30.09,30.06,30.01,6,5,4,12,6,NA,0,0,,175,8,17,1996,08-17,6,32,1996-08-17,Málaga,28.8888888888889,24.4444444444445,20.5555555555555,21.1111111111111,18.8888888888889,16.1111111111111
1996-8-18,82,74,66,70,63,55,88,69,39,30.04,30,29.92,6,6,5,12,4,NA,0,1,,224,8,18,1996,08-18,7,33,1996-08-18,Málaga,27.7777777777778,23.3333333333333,18.8888888888889,21.1111111111111,17.2222222222222,12.7777777777778
1996-8-19,91,80,69,66,54,48,83,43,24,29.95,29.9,29.83,6,6,6,14,10,NA,0,2,,306,8,19,1996,08-19,1,33,1996-08-19,Málaga,32.7777777777778,26.6666666666667,20.5555555555555,18.8888888888889,12.2222222222222,8.88888888888891
1996-8-20,93,83,73,61,56,50,57,42,29,29.89,29.86,29.8,6,6,6,16,10,NA,0,2,,300,8,20,1996,08-20,2,33,1996-08-20,Málaga,33.8888888888889,28.3333333333333,22.7777777777778,16.1111111111111,13.3333333333333,10
1996-8-21,89,80,71,68,51,46,58,36,24,29.95,29.91,29.86,6,6,6,17,11,NA,0,1,,315,8,21,1996,08-21,3,33,1996-08-21,Málaga,31.6666666666667,26.6666666666667,21.6666666666667,20,10.5555555555555,7.77777777777777
1996-8-22,93,83,73,55,51,45,47,34,23,30.01,29.96,29.92,NA,NA,NA,21,14,NA,0,NA,,307,8,22,1996,08-22,4,33,1996-08-22,Málaga,33.8888888888889,28.3333333333333,22.7777777777778,12.7777777777778,10.5555555555555,7.22222222222223
1996-8-23,95,86,77,59,52,43,45,33,28,30.01,29.98,29.92,NA,NA,NA,18,13,NA,0,NA,,316,8,23,1996,08-23,5,33,1996-08-23,Málaga,35,30,25,15,11.1111111111111,6.11111111111109
1996-8-24,89,80,71,59,52,46,53,38,25,29.95,29.92,29.86,NA,NA,NA,28,17,NA,0,NA,,313,8,24,1996,08-24,6,33,1996-08-24,Málaga,31.6666666666667,26.6666666666667,21.6666666666667,15,11.1111111111111,7.77777777777777
1996-8-25,80,73,66,70,63,45,88,70,32,29.98,29.93,29.89,6,6,5,10,6,NA,0,2,,177,8,25,1996,08-25,7,34,1996-08-25,Málaga,26.6666666666667,22.7777777777778,18.8888888888889,21.1111111111111,17.2222222222222,7.22222222222223
1996-8-26,86,78,69,70,66,63,94,73,45,29.95,29.89,29.83,6,6,5,13,4,NA,0,1,,186,8,26,1996,08-26,1,34,1996-08-26,Málaga,30,25.5555555555555,20.5555555555555,21.1111111111111,18.8888888888889,17.2222222222222
1996-8-27,78,73,68,70,66,61,100,81,65,29.95,29.91,29.86,6,4,0,12,5,NA,0,2,Fog,95,8,27,1996,08-27,2,34,1996-08-27,Málaga,25.5555555555555,22.7777777777778,20,21.1111111111111,18.8888888888889,16.1111111111111
1996-8-28,80,73,66,68,61,48,94,66,46,30.04,29.97,29.92,6,4,0,12,7,NA,0,2,Fog,92,8,28,1996,08-28,3,34,1996-08-28,Málaga,26.6666666666667,22.7777777777778,18.8888888888889,20,16.1111111111111,8.88888888888891
1996-8-29,87,76,64,61,58,50,83,59,35,29.98,29.93,29.86,6,6,5,9,3,NA,0,1,,157,8,29,1996,08-29,4,34,1996-08-29,Málaga,30.5555555555555,24.4444444444445,17.7777777777778,16.1111111111111,14.4444444444445,10
1996-8-30,78,73,68,68,64,59,94,74,54,30.04,29.99,29.92,6,6,4,7,4,NA,0,4,,125,8,30,1996,08-30,5,34,1996-08-30,Málaga,25.5555555555555,22.7777777777778,20,20,17.7777777777778,15
1996-8-31,78,73,68,68,63,59,88,71,54,30.04,30.02,30.01,6,6,6,9,4,NA,0,2,,146,8,31,1996,08-31,6,34,1996-08-31,Málaga,25.5555555555555,22.7777777777778,20,20,17.2222222222222,15
1996-9-1,75,72,69,64,62,59,78,71,64,30.04,30.02,29.98,6,6,5,9,5,NA,0,4,,143,9,1,1996,09-01,7,35,1996-09-01,Málaga,23.8888888888889,22.2222222222222,20.5555555555555,17.7777777777778,16.6666666666667,15
1996-9-2,78,74,69,64,62,61,83,70,54,30.01,29.96,29.89,6,6,5,9,2,NA,0,3,,153,9,2,1996,09-02,1,35,1996-09-02,Málaga,25.5555555555555,23.3333333333333,20.5555555555555,17.7777777777778,16.6666666666667,16.1111111111111
1996-9-3,77,72,66,66,63,59,83,74,54,29.92,29.88,29.83,6,6,5,7,4,NA,0,1,,198,9,3,1996,09-03,2,35,1996-09-03,Málaga,25,22.2222222222222,18.8888888888889,18.8888888888889,17.2222222222222,15
1996-9-4,80,73,66,66,64,61,88,74,58,29.98,29.93,29.89,6,6,4,14,4,NA,0,3,,201,9,4,1996,09-04,3,35,1996-09-04,Málaga,26.6666666666667,22.7777777777778,18.8888888888889,18.8888888888889,17.7777777777778,16.1111111111111
1996-9-5,87,76,66,66,60,50,94,61,27,30.04,30,29.95,6,6,4,14,5,NA,0,3,,294,9,5,1996,09-05,4,35,1996-09-05,Málaga,30.5555555555555,24.4444444444445,18.8888888888889,18.8888888888889,15.5555555555555,10
1996-9-6,82,76,71,63,57,52,69,50,42,30.01,29.97,29.92,6,6,6,9,7,NA,0,3,,292,9,6,1996,09-06,5,35,1996-09-06,Málaga,27.7777777777778,24.4444444444445,21.6666666666667,17.2222222222222,13.8888888888889,11.1111111111111
1996-9-7,78,74,69,68,61,55,78,63,54,29.98,29.94,29.92,6,6,6,9,4,NA,0,3,,53,9,7,1996,09-07,6,35,1996-09-07,Málaga,25.5555555555555,23.3333333333333,20.5555555555555,20,16.1111111111111,12.7777777777778
1996-9-8,89,76,64,59,53,45,77,46,21,29.92,29.88,29.83,6,6,6,18,10,NA,0,3,,318,9,8,1996,09-08,7,36,1996-09-08,Málaga,31.6666666666667,24.4444444444445,17.7777777777778,15,11.6666666666667,7.22222222222223
1996-9-9,84,74,64,61,53,48,73,50,37,29.86,29.81,29.74,6,6,6,14,6,NA,0,3,,297,9,9,1996,09-09,1,36,1996-09-09,Málaga,28.8888888888889,23.3333333333333,17.7777777777778,16.1111111111111,11.6666666666667,8.88888888888891
1996-9-10,73,68,64,64,63,61,88,79,73,29.83,29.78,29.71,6,6,4,12,5,NA,0,4,,131,9,10,1996,09-10,2,36,1996-09-10,Málaga,22.7777777777778,20,17.7777777777778,17.7777777777778,17.2222222222222,16.1111111111111
1996-9-11,69,66,62,63,60,57,94,85,64,29.8,29.73,29.71,6,5,3,14,5,NA,0,5,Rain,302,9,11,1996,09-11,3,36,1996-09-11,Málaga,20.5555555555555,18.8888888888889,16.6666666666667,17.2222222222222,15.5555555555555,13.8888888888889
1996-9-12,78,68,59,63,59,55,100,76,47,29.92,29.83,29.77,6,6,2,9,6,NA,0,4,Rain,298,9,12,1996,09-12,4,36,1996-09-12,Málaga,25.5555555555555,20,15,17.2222222222222,15,12.7777777777778
1996-9-13,84,73,62,63,56,52,88,59,37,29.98,29.93,29.89,6,6,6,20,8,NA,0,4,,305,9,13,1996,09-13,5,36,1996-09-13,Málaga,28.8888888888889,22.7777777777778,16.6666666666667,17.2222222222222,13.3333333333333,11.1111111111111
1996-9-14,77,72,66,64,58,52,88,63,47,30.01,29.97,29.95,6,5,3,13,9,NA,0,2,,269,9,14,1996,09-14,6,36,1996-09-14,Málaga,25,22.2222222222222,18.8888888888889,17.7777777777778,14.4444444444445,11.1111111111111
1996-9-15,77,68,60,64,60,55,88,74,50,30.04,30.03,30.01,6,6,3,9,4,NA,0,1,,320,9,15,1996,09-15,7,37,1996-09-15,Málaga,25,20,15.5555555555555,17.7777777777778,15.5555555555555,12.7777777777778
1996-9-16,73,66,59,63,58,54,88,73,50,30.06,30.03,29.95,6,6,5,10,4,NA,0,3,,303,9,16,1996,09-16,1,37,1996-09-16,Málaga,22.7777777777778,18.8888888888889,15,17.2222222222222,14.4444444444445,12.2222222222222
1996-9-17,77,70,64,61,54,46,88,57,36,30.04,29.96,29.92,6,6,6,17,8,NA,0,4,Rain,309,9,17,1996,09-17,2,37,1996-09-17,Málaga,25,21.1111111111111,17.7777777777778,16.1111111111111,12.2222222222222,7.77777777777777
1996-9-18,80,73,66,64,55,50,69,56,39,30.04,29.91,29.77,6,6,6,13,7,NA,0,3,,300,9,18,1996,09-18,3,37,1996-09-18,Málaga,26.6666666666667,22.7777777777778,18.8888888888889,17.7777777777778,12.7777777777778,10
1996-9-19,77,70,64,64,50,45,69,51,39,29.92,29.86,29.83,6,6,6,23,14,33,0,1,,327,9,19,1996,09-19,4,37,1996-09-19,Málaga,25,21.1111111111111,17.7777777777778,17.7777777777778,10,7.22222222222223
1996-9-20,75,67,59,66,57,50,94,71,56,29.92,29.85,29.8,6,6,6,9,4,NA,0,3,Rain,287,9,20,1996,09-20,5,37,1996-09-20,Málaga,23.8888888888889,19.4444444444445,15,18.8888888888889,13.8888888888889,10
1996-9-21,78,69,60,63,54,50,94,61,39,29.86,29.82,29.8,6,6,6,20,8,NA,0,3,,306,9,21,1996,09-21,6,37,1996-09-21,Málaga,25.5555555555555,20.5555555555555,15.5555555555555,17.2222222222222,12.2222222222222,10
1996-9-22,73,66,60,54,50,46,64,54,41,29.95,29.87,29.83,6,6,6,16,12,NA,0,2,,319,9,22,1996,09-22,7,38,1996-09-22,Málaga,22.7777777777778,18.8888888888889,15.5555555555555,12.2222222222222,10,7.77777777777777
1996-9-23,82,72,62,50,49,45,63,47,28,29.98,29.94,29.86,NA,NA,NA,15,11,NA,0,NA,,313,9,23,1996,09-23,1,38,1996-09-23,Málaga,27.7777777777778,22.2222222222222,16.6666666666667,10,9.44444444444446,7.22222222222223
1996-9-24,80,74,68,61,56,52,69,57,47,29.95,29.92,29.89,6,6,6,16,8,NA,0,1,,255,9,24,1996,09-24,2,38,1996-09-24,Málaga,26.6666666666667,23.3333333333333,20,16.1111111111111,13.3333333333333,11.1111111111111
1996-9-25,84,75,66,57,50,45,68,46,28,30.01,29.97,29.95,NA,NA,NA,25,15,NA,0,NA,,307,9,25,1996,09-25,3,38,1996-09-25,Málaga,28.8888888888889,23.8888888888889,18.8888888888889,13.8888888888889,10,7.22222222222223
1996-9-26,77,70,64,61,52,46,83,54,38,30.12,30.08,30.01,NA,NA,NA,20,12,NA,0,NA,,321,9,26,1996,09-26,4,38,1996-09-26,Málaga,25,21.1111111111111,17.7777777777778,16.1111111111111,11.1111111111111,7.77777777777777
1996-9-27,75,66,57,63,57,52,88,72,53,30.15,30.15,30.15,6,6,5,9,4,NA,0,1,,306,9,27,1996,09-27,5,38,1996-09-27,Málaga,23.8888888888889,18.8888888888889,13.8888888888889,17.2222222222222,13.8888888888889,11.1111111111111
1996-9-28,77,66,55,59,52,46,72,61,44,30.21,30.17,30.15,NA,NA,NA,9,6,NA,0,NA,,288,9,28,1996,09-28,6,38,1996-09-28,Málaga,25,18.8888888888889,12.7777777777778,15,11.1111111111111,7.77777777777777
1996-9-29,78,66,55,64,54,48,94,66,42,30.27,30.24,30.21,NA,NA,NA,10,5,NA,0,NA,,247,9,29,1996,09-29,7,39,1996-09-29,Málaga,25.5555555555555,18.8888888888889,12.7777777777778,17.7777777777778,12.2222222222222,8.88888888888891
1996-9-30,73,65,57,63,59,54,94,79,64,30.24,30.11,30.01,6,6,6,9,4,NA,0,1,,210,9,30,1996,09-30,1,39,1996-09-30,Málaga,22.7777777777778,18.3333333333333,13.8888888888889,17.2222222222222,15,12.2222222222222
1996-10-1,80,70,59,61,52,37,88,58,24,30.01,29.96,29.92,6,6,6,17,8,NA,0,1,,316,10,1,1996,10-01,2,39,1996-10-01,Málaga,26.6666666666667,21.1111111111111,15,16.1111111111111,11.1111111111111,2.77777777777777
1996-10-2,77,70,64,57,46,39,73,45,26,30.12,30.06,30.01,6,6,6,15,11,NA,0,1,,284,10,2,1996,10-02,3,39,1996-10-02,Málaga,25,21.1111111111111,17.7777777777778,13.8888888888889,7.77777777777777,3.88888888888891
1996-10-3,77,65,53,57,52,45,88,65,38,30.24,30.17,30.12,NA,NA,NA,12,5,NA,0,NA,,110,10,3,1996,10-03,4,39,1996-10-03,Málaga,25,18.3333333333333,11.6666666666667,13.8888888888889,11.1111111111111,7.22222222222223
1996-10-4,71,64,57,66,56,52,94,76,53,30.24,30.17,30.06,6,6,6,8,4,NA,0,1,,212,10,4,1996,10-04,5,39,1996-10-04,Málaga,21.6666666666667,17.7777777777778,13.8888888888889,18.8888888888889,13.3333333333333,11.1111111111111
1996-10-5,69,60,51,61,54,46,94,76,46,30.09,29.95,29.86,NA,NA,NA,9,5,NA,0,NA,,330,10,5,1996,10-05,6,39,1996-10-05,Málaga,20.5555555555555,15.5555555555555,10.5555555555555,16.1111111111111,12.2222222222222,7.77777777777777
1996-10-6,75,68,62,52,36,28,56,32,18,29.98,29.92,29.86,6,6,6,17,13,NA,0,1,,324,10,6,1996,10-06,7,40,1996-10-06,Málaga,23.8888888888889,20,16.6666666666667,11.1111111111111,2.22222222222223,-2.22222222222223
1996-10-7,69,61,53,46,35,28,52,36,25,30.04,30,29.95,6,6,6,18,8,NA,0,1,,276,10,7,1996,10-07,1,40,1996-10-07,Málaga,20.5555555555555,16.1111111111111,11.6666666666667,7.77777777777777,1.66666666666669,-2.22222222222223
1996-10-8,77,64,50,43,37,30,58,38,24,30.06,30.04,30.01,NA,NA,NA,16,9,NA,0,NA,,302,10,8,1996,10-08,2,40,1996-10-08,Málaga,25,17.7777777777778,10,6.11111111111109,2.77777777777777,-1.11111111111109
1996-10-9,75,63,51,61,47,36,94,57,30,30.09,30.05,30.01,4,3,2,13,7,NA,0,2,,284,10,9,1996,10-09,3,40,1996-10-09,Málaga,23.8888888888889,17.2222222222222,10.5555555555555,16.1111111111111,8.33333333333331,2.22222222222223
1996-10-10,71,61,51,59,51,45,94,73,46,30.09,30.07,30.04,6,4,2,12,6,NA,0,2,,301,10,10,1996,10-10,4,40,1996-10-10,Málaga,21.6666666666667,16.1111111111111,10.5555555555555,15,10.5555555555555,7.22222222222223
1996-10-11,73,62,50,59,52,45,94,73,38,30.12,30.07,30.04,NA,NA,NA,12,5,NA,0,NA,,198,10,11,1996,10-11,5,40,1996-10-11,Málaga,22.7777777777778,16.6666666666667,10,15,11.1111111111111,7.22222222222223
1996-10-12,71,63,55,57,54,50,88,73,60,30.04,29.96,29.92,6,6,5,9,5,NA,0,3,,290,10,12,1996,10-12,6,40,1996-10-12,Málaga,21.6666666666667,17.2222222222222,12.7777777777778,13.8888888888889,12.2222222222222,10
